Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\ntt12080.stu\Documents\proteomics\20260318_Trang_test\20260318_Trang_test\Trang_Blank_20ng_3-18-2026_Slot2-04_21527.d	C:\Users\ntt12080.stu\Documents\proteomics\20260318_Trang_test\20260318_Trang_test\Trang_Crop_100ng_3-18-2026_Slot2-01_21523.d	C:\Users\ntt12080.stu\Documents\proteomics\20260318_Trang_test\20260318_Trang_test\Trang_Hind_100ng_3-18-2026_Slot2-03_21525.d	C:\Users\ntt12080.stu\Documents\proteomics\20260318_Trang_test\20260318_Trang_test\Trang_Mid_100ng_3-18-2026_Slot2-02_21524.d
A0A7M7GQF2	A0A7M7GQF2_APIME	413950	N-terminal acetyltransferase B complex subunit MDM20 homolog		12985.6	18169.9	27156.5
A0A7M7GQF3	A0A7M7GQF3_APIME	724141	Protein yippee-like		18647.1	9828.73	13003.9
A0A7M7GQI4	A0A7M7GQI4_APIME	410497	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	390404	276535	339456	685992
A0A7M7GQI6	A0A7M7GQI6_APIME	409613	small monomeric GTPase	462720	702916	599950	295845
A0A7M7GQJ0	A0A7M7GQJ0_APIME	LOC408461	Uridine 5'-monophosphate synthase		15445.7	12325.4	16445
A0A7M7GQJ8	A0A7M7GQJ8_APIME	726965	Uncharacterized protein LOC726965				26449.5
A0A7M7GQK9	A0A7M7GQK9_APIME	LOC552569	Atypical kinase COQ8B, mitochondrial isoform X1		40174.1	50408.9	26851.4
A0A7M7GQL1	A0A7M7GQL1_APIME	410427	non-specific serine/threonine protein kinase		25994.4	14505.2	8377.89
A0A7M7GQN8	A0A7M7GQN8_APIME	408509	Glutamate decarboxylase 1		113036	43867.6	120338
A0A7M7GQP0	A0A7M7GQP0_APIME	LOC409176	Pro-resilin		45420.5	10570.8	
A0A7M7GQQ3	A0A7M7GQQ3_APIME	413409	Cytoplasmic dynein 1 intermediate chain isoform X1		55500	54246.9	15541.1
A0A7M7GQQ5	A0A7M7GQQ5_APIME	408556	Eukaryotic translation initiation factor 5B		48819.2	45349.1	22717.7
A0A7M7GQQ6	A0A7M7GQQ6_APIME	LOC100578311	UMP-CMP kinase	89674.3	187886	231925	54971.5
A0A7M7GQS0	A0A7M7GQS0_APIME	551603	Ras-related protein Rab-11A	282815	405159	404515	306503
A0A7M7GQS4	A0A7M7GQS4_APIME	LOC409968	Protein transport protein Sec31A		47287.3	71960.6	51181.4
A0A7M7GQS9	A0A7M7GQS9_APIME	LOC100577488	Uncharacterized protein LOC100577488				8594.47
A0A7M7GQT1	A0A7M7GQT1_APIME	LOC726727	Ecotropic viral integration site 5 ortholog isoform X1		16163.3	8345.76	
A0A7M7GQT8	A0A7M7GQT8_APIME	LOC725040	Transmembrane protein 70 homolog, mitochondrial			18453.1	65763.1
A0A7M7GQU6	A0A7M7GQU6_APIME	LOC412212	Apoptosis-inducing factor 1, mitochondrial		67396.5	209540	346317
A0A7M7GQV1	A0A7M7GQV1_APIME	LOC102655185	Uncharacterized protein LOC102655185 isoform X1		67732.5		
A0A7M7GQV2	A0A7M7GQV2_APIME	412111	Vigilin		113399	96647.4	68199
A0A7M7GQW2	A0A7M7GQW2_APIME	LOC410017	Protein OPI10 homolog		16239.6	21209.5	8679.55
A0A7M7GQW6	A0A7M7GQW6_APIME	409435	Phosphatidylinositol-binding clathrin assembly protein unc-11 isoform X1		25361.9	26490.7	30217.1
A0A7M7GQX0	A0A7M7GQX0_APIME	LOC726252	Titin isoform X1		57507.8	9503.63	
A0A7M7GQX7	A0A7M7GQX7_APIME	LOC725623	Heparanase isoform X1		64595.5	67206.2	97020.2
A0A7M7GQZ3	A0A7M7GQZ3_APIME	LOC410447	Importin subunit beta-1 isoform X1		278069	239295	131181
A0A7M7GQZ8	A0A7M7GQZ8_APIME	409255	Active breakpoint cluster region-related protein isoform X1		1987.13	2564.34	4703.31
A0A7M7GR01	A0A7M7GR01_APIME	LOC408533	mitogen-activated protein kinase kinase kinase		21475.2	16131.9	16293.2
A0A7M7GR04	A0A7M7GR04_APIME	102655603	Transmembrane emp24 domain-containing protein 7		22389	94783.9	248616
A0A7M7GR07	A0A7M7GR07_APIME	LOC409961	Heterogeneous nuclear ribonucleoprotein 27C isoform X1		27059.4	13282	9906.14
A0A7M7GR09	A0A7M7GR09_APIME	LOC100577783	Protein Skeletor, isoforms B/C isoform X1		176327	84714.5	
A0A7M7GR17	A0A7M7GR17_APIME	409723	Small ribosomal subunit protein uS12m			15796.5	
A0A7M7GR33	A0A7M7GR33_APIME	408527	Pre-mRNA-splicing factor SPF27		24682.1	20634.6	5694.1
A0A7M7GR65	A0A7M7GR65_APIME	551499	FIT family protein CG10671		45505.1	43162.1	60188.8
A0A7M7GR72	A0A7M7GR72_APIME	LOC409470	Zinc finger protein 665 isoform X1		34655.5	31721.3	37098.8
A0A7M7GR77	A0A7M7GR77_APIME	LOC408952	Oxysterol-binding protein 1 isoform X1		45234.8	85033.9	47678.9
A0A7M7GR82	A0A7M7GR82_APIME	724125	28S ribosomal protein S7, mitochondrial isoform X1		6478.14	28759.1	18696
A0A7M7GR85	A0A7M7GR85_APIME	411796	Serine hydroxymethyltransferase		104276	158253	88973.8
A0A7M7GR90	A0A7M7GR90_APIME	409647	THO complex subunit 1 isoform X1				4270.6
A0A7M7GR91	A0A7M7GR91_APIME	408515	60S ribosomal protein L26		397294	233694	329583
A0A7M7GR96	A0A7M7GR96_APIME	LOC413508	RNA-binding protein Rsf1		44845	43765.2	23368.2
A0A7M7GRA4	A0A7M7GRA4_APIME	LOC409456	AT-rich interactive domain-containing protein 4B isoform X1		19950.4	19039	
A0A7M7GRA8	A0A7M7GRA8_APIME	102654737	Peptide deformylase		21541.7	43871.4	84544
A0A7M7GRB4	A0A7M7GRB4_APIME	LOC408507	WD repeat-containing protein 44		25980.9	14652.9	21071.7
A0A7M7GRB8	A0A7M7GRB8_APIME	LOC409628	Neutral ceramidase		12739.8	27493.8	20071.9
A0A7M7GRD1	A0A7M7GRD1_APIME	409550	Eukaryotic translation initiation factor 3 subunit D		126154	95882.7	74593.3
A0A7M7GRE8	A0A7M7GRE8_APIME	LOC413987	Polypeptide N-acetylgalactosaminyltransferase		16475.2	25299.6	116750
A0A7M7GRF1	A0A7M7GRF1_APIME	LOC409022	LOW QUALITY PROTEIN: zinc finger and BTB domain-containing protein 34		22644.7	24455.2	
A0A7M7GRH1	A0A7M7GRH1_APIME	LOC408417	CTD nuclear envelope phosphatase 1 homolog		8029.99		22892.6
A0A7M7GRI3	A0A7M7GRI3_APIME	550794	26S proteasome regulatory subunit 8		80359.6	102424	64959.9
A0A7M7GRJ3	A0A7M7GRJ3_APIME	LOC551279	Zinc finger CCCH domain-containing protein 11A		49390.1	30904.9	17423
A0A7M7GRJ9	A0A7M7GRJ9_APIME	409532	NAD-dependent protein deacetylase sirtuin-2 isoform X1		29296.5	29288.6	20834.1
A0A7M7GRK2	A0A7M7GRK2_APIME	410054	Ubiquilin-like protein		488780	576013	51200.9
A0A7M7GRK9	A0A7M7GRK9_APIME	408748	Transmembrane protein 11, mitochondrial		7039.51	22354	11616.2
A0A7M7GRL5	A0A7M7GRL5_APIME	LOC409965	Cyclin-dependent kinase 12		30425.2	38697.8	
A0A7M7GRM7	A0A7M7GRM7_APIME	LOC550808	WD repeat-containing protein 75		7797.49	9128.83	11331
A0A7M7GRP3	A0A7M7GRP3_APIME	LOC411270	protein kinase C		21609.8	9404.69	
A0A7M7GRP4	A0A7M7GRP4_APIME	LOC726768	RNA helicase		240089	282141	193847
A0A7M7GRS2	A0A7M7GRS2_APIME	100576418	Tetra-peptide repeat homeobox protein 1		38281.6	32006.1	41220.3
A0A7M7GRS5	A0A7M7GRS5_APIME	727293	Guanine deaminase		17591.6	43265.4	31414.3
A0A7M7GRT1	A0A7M7GRT1_APIME	408894	Protein groucho isoform X1		4769.23	6185.46	
A0A7M7GRT2	A0A7M7GRT2_APIME	LOC408944	[histone H3]-dimethyl-L-lysine(9) demethylase		15728.5	12904.9	5207.68
A0A7M7GRT4	A0A7M7GRT4_APIME	725515	Zinc finger protein 543 isoform X1		17340.2	23052.9	26977.7
A0A7M7GRX6	A0A7M7GRX6_APIME	410289	Paraplegin		26395.9	98472.6	79317.2
A0A7M7GRX7	A0A7M7GRX7_APIME	726134	Carboxylic ester hydrolase		169999	53443.5	364388
A0A7M7GRY7	A0A7M7GRY7_APIME	LOC725357	Uncharacterized protein LOC725357		36578.9	58847.2	64055.9
A0A7M7GRZ4	A0A7M7GRZ4_APIME	100577378	Galactokinase			7085.1	9168.71
A0A7M7GS09	A0A7M7GS09_APIME	724531	Small ribosomal subunit protein eS28		155590	90587	236224
A0A7M7GS10	A0A7M7GS10_APIME	LOC551666	Double-stranded RNA-binding protein Staufen homolog 2 isoform X1		89938.1	75473.3	24168.4
A0A7M7GS11	A0A7M7GS11_APIME	551593	sphinganine-1-phosphate aldolase		18375.7	63328.6	255872
A0A7M7GS14	A0A7M7GS14_APIME	410305	Transcription initiation factor TFIID subunit 12		21807	13405.4	11764.3
A0A7M7GS19	A0A7M7GS19_APIME	LOC725207	Dynactin subunit 4		75129.9	78621.1	78219.8
A0A7M7GS22	A0A7M7GS22_APIME	LOC410581	Uncharacterized protein LOC410581		112489	117356	108172
A0A7M7GS24	A0A7M7GS24_APIME	LOC413833	Cytochrome P450 4C1		4329.5		29023.6
A0A7M7GS28	A0A7M7GS28_APIME	LOC551561	Poly(A) RNA polymerase, mitochondrial isoform X1		13444.7	21119.4	17974.2
A0A7M7GS30	A0A7M7GS30_APIME	550981	Coatomer subunit zeta		18439.5	27746.2	50784.9
A0A7M7GS32	A0A7M7GS32_APIME	LOC100577002	Multiple inositol polyphosphate phosphatase 1		308763	174241	66522.9
A0A7M7GS39	A0A7M7GS39_APIME	411790	Mitochondrial glycine transporter		8018.16	8443	22353.2
A0A7M7GS42	A0A7M7GS42_APIME	408966	DnaJ homolog subfamily B member 6-B isoform X1		80914.3	143012	64988.9
A0A7M7GS43	A0A7M7GS43_APIME	412830	Glycine receptor subunit alpha-2 isoform X1			6511.15	37456
A0A7M7GS52	A0A7M7GS52_APIME	LOC413912	Constitutive coactivator of PPAR-gamma-like protein 1		27163.4	23671.3	43267.2
A0A7M7GS59	A0A7M7GS59_APIME	100577525	Synergin gamma			3256.99	
A0A7M7GS65	A0A7M7GS65_APIME	LOC410532	Sodium/nucleoside cotransporter				82118.4
A0A7M7GS66	A0A7M7GS66_APIME	LOC100578853	Uncharacterized protein LOC100578853			3706.75	9868.82
A0A7M7GS72	A0A7M7GS72_APIME	409395	MATH and LRR domain-containing protein PFE0570w		36060.3	30014.8	18020.2
A0A7M7GS85	A0A7M7GS85_APIME	409276	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta isoform X1		160722	114333	110480
A0A7M7GS91	A0A7M7GS91_APIME	LOC411277	Uncharacterized protein LOC411277 isoform X1		29841.4	32803.5	13954.5
A0A7M7GS95	A0A7M7GS95_APIME	LOC725456	Transporter			14731	38181.4
A0A7M7GS98	A0A7M7GS98_APIME	726922	Acyl-CoA-binding domain-containing protein 4 isoform X1		13314.7	30496.1	9995.25
A0A7M7GSA8	A0A7M7GSA8_APIME	550686	ATP-citrate synthase		207947	264717	409670
A0A7M7GSB3	A0A7M7GSB3_APIME	LOC726147	Peflin isoform X1		59196.7	69974.6	66690.2
A0A7M7GSB5	A0A7M7GSB5_APIME	410003	GIGYF family protein CG11148 isoform X1		60951.9	56530.7	9026.26
A0A7M7GSC6	A0A7M7GSC6_APIME	725099	Spermidine synthase		37649.5	9576.59	18180.3
A0A7M7GSC8	A0A7M7GSC8_APIME	726816	RuvB-like helicase		62798.4	59864.5	55095
A0A7M7GSC9	A0A7M7GSC9_APIME	LOC408551	Collagen alpha-5(IV) chain	626706	618226	683683	1.91838e+06
A0A7M7GSE5	A0A7M7GSE5_APIME	LOC724567	Methylosome protein 50 isoform X1			3451.42	
A0A7M7GSE9	A0A7M7GSE9_APIME	551410	COP9 signalosome complex subunit 5		43728.9	31657.4	26185.3
A0A7M7GSG4	A0A7M7GSG4_APIME	408474	apyrase		7386.1	88708.1	175343
A0A7M7GSH8	A0A7M7GSH8_APIME	LOC551753	RNA polymerase II-associated protein 1		48997.7		
A0A7M7GSI4	A0A7M7GSI4_APIME	725325	Glucose-6-phosphate 1-dehydrogenase		225957	104156	135988
A0A7M7GSI5	A0A7M7GSI5_APIME	409549	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial			8884.42	4590.99
A0A7M7GSI8	A0A7M7GSI8_APIME	LOC413867	Transaldolase		317374	443398	319905
A0A7M7GSJ8	A0A7M7GSJ8_APIME	409547	NSFL1 cofactor p47 isoform X1		32590.8	43053.4	15455.6
A0A7M7GSK6	A0A7M7GSK6_APIME	LOC551284	COP9 signalosome complex subunit 4		50272.6	48029.5	58554.1
A0A7M7GSL3	A0A7M7GSL3_APIME	LOC550811	Protein timeless homolog isoform X1			7620.49	
A0A7M7GSM9	A0A7M7GSM9_APIME	409751	Multiple inositol polyphosphate phosphatase 1		22841.7	56034.5	42203.7
A0A7M7GSN0	A0A7M7GSN0_APIME	726085	Probable prefoldin subunit 2		81636.3	72198.9	46066.7
A0A7M7GSN5	A0A7M7GSN5_APIME	102654987	Ras-related protein Rab-1A		258854	441995	752220
A0A7M7GSP4	A0A7M7GSP4_APIME	LOC724553	Membrane-bound transcription factor site-2 protease			2683.79	7121.55
A0A7M7GSR0	A0A7M7GSR0_APIME	LOC725681	Uncharacterized protein LOC725681 isoform X1		15067.9	10966.8	12622.2
A0A7M7GSR4	A0A7M7GSR4_APIME	LOC100577886	General transcription factor 3C polypeptide 1				9169.25
A0A7M7GSR5	A0A7M7GSR5_APIME	552592	Facilitated trehalose transporter Tret1 isoform X1			36046.2	86865.8
A0A7M7GSR7	A0A7M7GSR7_APIME	102654261	Uncharacterized protein C24H6.02c		3584.48	3998.93	6915.97
A0A7M7GSR8	A0A7M7GSR8_APIME	LOC102653894	Uncharacterized protein LOC102653894		175598	94593.3	45149.2
A0A7M7GSS0	A0A7M7GSS0_APIME	724369	40S ribosomal protein S25		561544	547137	647647
A0A7M7GSS6	A0A7M7GSS6_APIME	LOC551769	GrpE protein homolog		198337	293956	237758
A0A7M7GST0	A0A7M7GST0_APIME	LOC410470	Polypeptide N-acetylgalactosaminyltransferase		9262.72	11458.3	124224
A0A7M7GSU0	A0A7M7GSU0_APIME	LOC552457	Glucose dehydrogenase [FAD, quinone]		9754.97	16676.9	8646.46
A0A7M7GSU7	A0A7M7GSU7_APIME	102654007	Cytochrome c oxidase assembly protein COX20, mitochondrial			6602.98	12109.9
A0A7M7GSU9	A0A7M7GSU9_APIME	LOC409881	Myosin regulatory light chain 2	2.57854e+06	8.09171e+06	7.99529e+06	1.41843e+06
A0A7M7GSV0	A0A7M7GSV0_APIME	551126	Protein FAM162B		25365.9	123645	132112
A0A7M7GSV3	A0A7M7GSV3_APIME	409011	ATP-dependent Clp protease proteolytic subunit		57386.1	66192.7	132899
A0A7M7GSV8	A0A7M7GSV8_APIME	411250	RNA helicase		201303	190782	111723
A0A7M7GSV9	A0A7M7GSV9_APIME	102654426	Large ribosomal subunit protein eL18		180137	202091	932916
A0A7M7GSW6	A0A7M7GSW6_APIME	LOC409007	Heterogeneous nuclear ribonucleoprotein K isoform X1		183846	195565	78162.4
A0A7M7GSW7	A0A7M7GSW7_APIME	LOC727232	Uncharacterized protein LOC727232 isoform X1		180815	103957	24747
A0A7M7GSW9	A0A7M7GSW9_APIME	726662	Complex III assembly factor LYRM7 isoform X1		9067.14	11861	6838.83
A0A7M7GSY0	A0A7M7GSY0_APIME	410887	Myotubularin-related protein 13 isoform X1		11108.7	10306.3	
A0A7M7GSY2	A0A7M7GSY2_APIME	409672	Pinin		23094.8	27703.5	11355.5
A0A7M7GSY6	A0A7M7GSY6_APIME	409682	Malic enzyme		74172.3	188424	98535.4
A0A7M7GSY7	A0A7M7GSY7_APIME	410558	TATA element modulatory factor isoform X1		21610.9	15413.6	11943.7
A0A7M7GSY9	A0A7M7GSY9_APIME	LOC102655127	Pentatricopeptide repeat-containing protein 1, mitochondrial		22502.2	20072.9	26166.4
A0A7M7GSZ8	A0A7M7GSZ8_APIME	413708	Delta-aminolevulinic acid dehydratase		20570.9	38080.4	44701.6
A0A7M7GT06	A0A7M7GT06_APIME	LOC409122	Mitochondrial carrier protein Rim2		14415.2	24129.7	30320.2
A0A7M7GT09	A0A7M7GT09_APIME	LOC102656263	Protein farnesyltransferase subunit beta		17009.7	11394.6	25255.3
A0A7M7GT15	A0A7M7GT15_APIME	LOC102654691	Eukaryotic translation initiation factor eIF1		58615.6	44672.4	22609.1
A0A7M7GT27	A0A7M7GT27_APIME	725679	Sex-lethal homolog isoform X1		91212.6	136887	37883.4
A0A7M7GT31	A0A7M7GT31_APIME	LOC551241	Peroxisomal membrane protein PMP34		9853.58	58422.3	30980.3
A0A7M7GT34	A0A7M7GT34_APIME	LOC412563	Dihydroxyacetone phosphate acyltransferase		1579.92	2658.06	4120.63
A0A7M7GT40	A0A7M7GT40_APIME	LOC550664	Deubiquitinase DESI2 isoform X1		4183.5	4856.39	6388.55
A0A7M7GT54	A0A7M7GT54_APIME	LOC100578084	Uncharacterized protein LOC100578084		21633.1	15008.7	22727.3
A0A7M7GT58	A0A7M7GT58_APIME	551184	Eukaryotic translation initiation factor 3 subunit C		78354.1	71670	91519.3
A0A7M7GT64	A0A7M7GT64_APIME	LOC552341	N-terminal methionine N(alpha)-acetyltransferase NatC		28121.5	18674.1	11183.2
A0A7M7GT99	A0A7M7GT99_APIME	102656006	Biogenesis of lysosome-related organelles complex 1 subunit 5		10340.4	8607.26	10287.7
A0A7M7GTA6	A0A7M7GTA6_APIME	100576401	Uncharacterized protein LOC100576401		4035.5	4941.72	3367.66
A0A7M7GTA8	A0A7M7GTA8_APIME	411519	Tubulin alpha chain		11468.5	16342.6	12769.6
A0A7M7GTA9	A0A7M7GTA9_APIME	411071	DnaJ protein homolog 1		204805	224172	71248.5
A0A7M7GTC0	A0A7M7GTC0_APIME	412808	Aminopeptidase	97128.9	82106.9	311166	77221.5
A0A7M7GTC9	A0A7M7GTC9_APIME	LOC102655706	Uncharacterized protein LOC102655706		24275.1	30927.5	15374.4
A0A7M7GTD7	A0A7M7GTD7_APIME	409897	Probable multidrug resistance-associated protein lethal(2)03659 isoform X1			12599.8	85132
A0A7M7GTF6	A0A7M7GTF6_APIME	100576956	Metalloproteinase inhibitor 3		43944.2	19707.2	24095.7
A0A7M7GTG7	A0A7M7GTG7_APIME	552602	Transmembrane emp24 domain-containing protein		59264	35635.6	137651
A0A7M7GTH2	A0A7M7GTH2_APIME	551766	ATP synthase subunit beta	1.06821e+07	5.54213e+06	8.34283e+06	5.21731e+06
A0A7M7GTI8	A0A7M7GTI8_APIME	726241	Tudor domain-containing protein 7 isoform X1		8478.01	8884.99	4187.11
A0A7M7GTI9	A0A7M7GTI9_APIME	551486	Serine/threonine-protein phosphatase 6 regulatory subunit 3 isoform X1		62701.5	74056.8	35947.7
A0A7M7GTJ0	A0A7M7GTJ0_APIME	410565	Cullin-1		12322.2	15337.9	11234.8
A0A7M7GTJ5	A0A7M7GTJ5_APIME	410533	Ceramide-1-phosphate transfer protein isoform X1				43057.3
A0A7M7GTK4	A0A7M7GTK4_APIME	409842	Eukaryotic translation initiation factor 3 subunit M		102911	92775.3	138968
A0A7M7GTK8	A0A7M7GTK8_APIME	552833	Pre-mRNA-splicing regulator WTAP isoform X1		10511	10368.4	
A0A7M7GTK9	A0A7M7GTK9_APIME	LOC726750	Fibroin heavy chain isoform X1		229779	70795.2	34829.2
A0A7M7GTL0	A0A7M7GTL0_APIME	102656425	CDGSH iron-sulfur domain-containing protein 3, mitochondrial		8287.26	22603	25060.4
A0A7M7GTL6	A0A7M7GTL6_APIME	411659	Troponin C type I isoform X1	618053	1.62165e+06	2.30515e+06	454287
A0A7M7GTM9	A0A7M7GTM9_APIME	413705	Acidic mammalian chitinase isoform X1	251794	23518	1.07886e+06	180582
A0A7M7GTN2	A0A7M7GTN2_APIME	LOC410557	ATP synthase subunit d, mitochondrial	1.2153e+06	1.42081e+06	1.7034e+06	1.38606e+06
A0A7M7GTN3	A0A7M7GTN3_APIME	LOC727121	Uncharacterized protein LOC727121				11992.1
A0A7M7GTN6	A0A7M7GTN6_APIME	LOC551102	S-adenosylmethionine synthase		14951.6	19044.2	
A0A7M7GTP4	A0A7M7GTP4_APIME	102654955	ATP synthase subunit b		334598	1.3835e+06	1.51105e+06
A0A7M7GTP7	A0A7M7GTP7_APIME	409396	Eukaryotic translation initiation factor 4E-binding protein Mextli isoform X1		42793.3	25175.5	10471.9
A0A7M7GTR1	A0A7M7GTR1_APIME	726924	Synapse-associated protein 1 isoform X1		99680.1	101851	21577.1
A0A7M7GTR7	A0A7M7GTR7_APIME	LOC408359	MAGUK p55 subfamily member 6 isoform X1		279665	152750	25406.3
A0A7M7GTS1	A0A7M7GTS1_APIME	LOC102654653	dihydropyrimidinase	195598	417749	266051	133422
A0A7M7GTS4	A0A7M7GTS4_APIME	LOC727582	Tryptophan--tRNA ligase, cytoplasmic		57404.8	53865.4	33552.6
A0A7M7GTS8	A0A7M7GTS8_APIME	LOC552577	Junctophilin-1 isoform X1		118103	70642.6	30664.2
A0A7M7GTT6	A0A7M7GTT6_APIME	408361	Alpha-tocopherol transfer protein isoform X1		19017	176410	82347.9
A0A7M7GTT7	A0A7M7GTT7_APIME	LOC409203	UDP-glucuronosyltransferase	625216	397051	970789	1.36619e+06
A0A7M7GTU1	A0A7M7GTU1_APIME	LOC551579	Moesin/ezrin/radixin homolog 1		1930.15	2464.12	2615.92
A0A7M7GTU5	A0A7M7GTU5_APIME	551765	Uncharacterized protein LOC551765		12907.4	21927.6	
A0A7M7GTV7	A0A7M7GTV7_APIME	LOC412055	Tripeptidyl-peptidase 2		112022	72161.2	169767
A0A7M7GTV9	A0A7M7GTV9_APIME	410492	Cytochrome P450 9e2	251925	86619.9	328545	3.06228e+06
A0A7M7GTW2	A0A7M7GTW2_APIME	551707	RNA-binding protein with serine-rich domain 1		57406.4	85130.4	93792.6
A0A7M7GTX4	A0A7M7GTX4_APIME	LOC412414	FAS-associated factor 2		74087.6	79882.4	93033.2
A0A7M7GTY1	A0A7M7GTY1_APIME	552771	(S)-2-hydroxy-acid oxidase			77139.6	259253
A0A7M7GTY4	A0A7M7GTY4_APIME	LOC408288	Isovaleryl-CoA dehydrogenase, mitochondrial		115731	37781.1	201646
A0A7M7GTY7	A0A7M7GTY7_APIME	LOC409638	Elongation of very long chain fatty acids protein		37883.8	51194.1	
A0A7M7GTZ2	A0A7M7GTZ2_APIME	724533	Small nuclear ribonucleoprotein Sm D3		3690.61	2406.24	25352.2
A0A7M7GTZ7	A0A7M7GTZ7_APIME	LOC725783	SET domain-containing protein SmydA-8 isoform X1		51459.8	48895.6	
A0A7M7GTZ8	A0A7M7GTZ8_APIME	LOC102655329	14-3-3 protein zeta	1.96763e+06	2.79319e+06	1.67254e+06	2.0386e+06
A0A7M7GU02	A0A7M7GU02_APIME	LOC412508	Nucleoprotein TPR		117374	95287.9	33914.7
A0A7M7GU09	A0A7M7GU09_APIME	LOC726713	Tumor protein p63-regulated gene 1-like protein isoform X1		6258.47	20607.3	17893
A0A7M7GU21	A0A7M7GU21_APIME	409049	Paired amphipathic helix protein Sin3a		29005.8	26509.6	12565.3
A0A7M7GU41	A0A7M7GU41_APIME	410368	Cadherin-23		41580.1	162889	
A0A7M7GU44	A0A7M7GU44_APIME	413663	Lateral signaling target protein 2 homolog			10340.7	27014.8
A0A7M7GU45	A0A7M7GU45_APIME	LOC102656594	Uncharacterized protein LOC102656594		144011	116372	44488.3
A0A7M7GU48	A0A7M7GU48_APIME	LOC725675	Tetratricopeptide repeat protein 19 homolog, mitochondrial-like		5028.14	14531	20859.2
A0A7M7GU49	A0A7M7GU49_APIME	LOC725571	Protein transport protein Sec61 subunit alpha		39538.2	136971	602255
A0A7M7GU59	A0A7M7GU59_APIME	724793	E2 ubiquitin-conjugating enzyme		92251.6	47593.1	83301.1
A0A7M7GU63	A0A7M7GU63_APIME	552744	ATP-binding cassette sub-family B member 10, mitochondrial		13891.4	39227.4	112620
A0A7M7GU70	A0A7M7GU70_APIME	409497	Zinc finger CCCH domain-containing protein 18		29767.6	49360.1	9097.48
A0A7M7GU73	A0A7M7GU73_APIME	LOC725689	Golgin subfamily A member 4		16517.9	13708.1	21213.2
A0A7M7GU85	A0A7M7GU85_APIME	410108	Zinc finger protein 91 isoform X1		8472.07	8037.57	
A0A7M7GU88	A0A7M7GU88_APIME	102655272	NHP2-like protein 1		153271	102666	84760.9
A0A7M7GU89	A0A7M7GU89_APIME	408352	Elongation factor Ts, mitochondrial		47080	86583.4	75873.2
A0A7M7GU92	A0A7M7GU92_APIME	551467	Syntaxin-18		7873.31		9383.52
A0A7M7GU94	A0A7M7GU94_APIME	LOC411553	Protein bunched, class 2/F/G isoform isoform X1		24723.8	18131.2	
A0A7M7GUB1	A0A7M7GUB1_APIME	LOC411734	Valine--tRNA ligase		49121.3	41708.7	35628.8
A0A7M7GUC2	A0A7M7GUC2_APIME	409795	Telomerase-binding protein EST1A isoform X1		9935.9	9955.43	
A0A7M7GUC6	A0A7M7GUC6_APIME	412330	Ubiquitin-conjugating enzyme E2 H		23076.7	11087.7	
A0A7M7GUD4	A0A7M7GUD4_APIME	LOC102654069	Ninjurin-1 isoform X1		23751.8	14043.1	
A0A7M7GUE6	A0A7M7GUE6_APIME	LOC410352	Chromatin-remodeling ATPase INO80		7452.54	6055.57	
A0A7M7GUF0	A0A7M7GUF0_APIME	LOC551683	Palmitoyltransferase		5797.63	15495	15885.2
A0A7M7GUF2	A0A7M7GUF2_APIME	LOC410227	Inactive hydroxysteroid dehydrogenase-like protein 1 isoform X1		18573.7	42296.6	15748.1
A0A7M7GUF5	A0A7M7GUF5_APIME	LOC409212	Cadherin-87A		35872.5	78748.6	
A0A7M7GUF8	A0A7M7GUF8_APIME	LOC100576422	Mitochondrial import inner membrane translocase subunit TIM22			33553.2	44485.7
A0A7M7GUJ3	A0A7M7GUJ3_APIME	LOC100577673	RNA (guanine-9-)-methyltransferase domain-containing protein 1		42677.4	95626.7	54705.4
A0A7M7GUK2	A0A7M7GUK2_APIME	LOC409659	Protein LTV1 homolog		6130.72	7773.72	
A0A7M7GUK9	A0A7M7GUK9_APIME	LOC102654427	Transporter			9062.46	23899.4
A0A7M7GUL0	A0A7M7GUL0_APIME	LOC726335	Protein CBFA2T2 isoform X1		7390.02	7183.95	
A0A7M7GUN0	A0A7M7GUN0_APIME	724502	Transcription initiation factor TFIID subunit 5		9688.86	10692.3	5371.75
A0A7M7GUN1	A0A7M7GUN1_APIME	410659	Golgin subfamily A member 1 isoform X1		5164.07	4257.61	
A0A7M7GUP5	A0A7M7GUP5_APIME	LOC412093	Serine/threonine-protein phosphatase 1 regulatory subunit 10 isoform X1		3466.92	4855.47	
A0A7M7GUQ5	A0A7M7GUQ5_APIME	552838	26S proteasome non-ATPase regulatory subunit 8		92850.6	71189	119692
A0A7M7GUR2	A0A7M7GUR2_APIME	LOC408697	KN motif and ankyrin repeat domain-containing protein 3 isoform X1		46640.8	19694.8	4127.08
A0A7M7GUS6	A0A7M7GUS6_APIME	413845	Mitochondrial import receptor subunit TOM20 homolog		93637.5	150736	71387.1
A0A7M7GUT7	A0A7M7GUT7_APIME	413683	ArfGAP with SH3 domain, ANK repeat and PH domain-containing protein isoform X1		9272.8	9626.21	
A0A7M7GUT9	A0A7M7GUT9_APIME	LOC411744	Spectrin beta chain	958905	2.02992e+06	1.42256e+06	807454
