Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\ntt12080.stu\Documents\proteomics\20260318_Trang_test\20260318_Trang_test\Trang_Blank_20ng_3-18-2026_Slot2-04_21527.d	C:\Users\ntt12080.stu\Documents\proteomics\20260318_Trang_test\20260318_Trang_test\Trang_Crop_100ng_3-18-2026_Slot2-01_21523.d	C:\Users\ntt12080.stu\Documents\proteomics\20260318_Trang_test\20260318_Trang_test\Trang_Hind_100ng_3-18-2026_Slot2-03_21525.d	C:\Users\ntt12080.stu\Documents\proteomics\20260318_Trang_test\20260318_Trang_test\Trang_Mid_100ng_3-18-2026_Slot2-02_21524.d
A0A7M7LRQ4	A0A7M7LRQ4_APIME	412301	Prostatic acid phosphatase isoform X1		12111.2	11410.7	10235.6
A0A7M7LRS3	A0A7M7LRS3_APIME	550798	Protein ERGIC-53		161703	139145	317494
A0A7M7LRT4	A0A7M7LRT4_APIME	LOC552286	Acetyl-CoA carboxylase isoform X1		71222.7	55797.8	67677.3
A0A7M7LRU3	A0A7M7LRU3_APIME	551859	Calmodulin	185248	107195	158826	221794
A0A7M7LRW5	A0A7M7LRW5_APIME	LOC102654777	Organic cation transporter protein isoform X1		2379.94	72826.8	129090
A0A7M7LRX0	A0A7M7LRX0_APIME	409671	Beta-catenin-like protein 1		8819.57	4122.76	7297.17
A0A7M7LRX5	A0A7M7LRX5_APIME	408501	non-specific serine/threonine protein kinase		8764.78	13107.2	7346.54
A0A7M7LRZ8	A0A7M7LRZ8_APIME	413351	Integrator complex subunit 7			2996.75	2992.29
A0A7M7LRZ9	A0A7M7LRZ9_APIME	LOC552007	Pyruvate kinase	693313	624166	850713	571346
A0A7M7LS08	A0A7M7LS08_APIME	410206	Differentially expressed in FDCP 8 homolog isoform X1		8537.53	13219.8	14814.8
A0A7M7LS63	A0A7M7LS63_APIME	LOC409068	Annexin	735419	813921	914141	1.3016e+06
A0A7M7LSA5	A0A7M7LSA5_APIME	LOC410993	Valacyclovir hydrolase	92591.3	16535	104757	497268
A0A7M7LSB5	A0A7M7LSB5_APIME	LOC726307	Uncharacterized protein LOC726307 isoform X1		3384.28		
A0A7M7LSB6	A0A7M7LSB6_APIME	LOC411204	WD repeat-containing protein 37		10708.2	12690	20217.2
A0A7M7LSB8	A0A7M7LSB8_APIME	102655740	Mitochondrial import receptor subunit TOM40 homolog 1-like			8807.47	
A0A7M7LSC0	A0A7M7LSC0_APIME	412289	Cytosolic Fe-S cluster assembly factor NUBP1 homolog		38027.2	22468.1	15648.4
A0A7M7LSG8	A0A7M7LSG8_APIME	100576826	LHFPL tetraspan subfamily member 5 protein isoform X1		8880	18401.1	
A0A7M7LSI9	A0A7M7LSI9_APIME	LOC410078	Echinoderm microtubule-associated protein-like 2 isoform X1		56886.5	57167.1	25107.9
A0A7M7LSK0	A0A7M7LSK0_APIME	LOC410857	Protein lethal(2)essential for life	589493	6.00406e+06	2.8958e+06	354522
A0A7M7LSM2	A0A7M7LSM2_APIME	LOC724652	Uncharacterized protein LOC724652 isoform X1		7897.17	2952.53	
A0A7M7LSN1	A0A7M7LSN1_APIME	LOC725576	Protein GPR107 isoform X1		2778.71	6424.72	13438.6
A0A7M7LSN3	A0A7M7LSN3_APIME	LOC413713	Glycosyltransferase 25 family member		17943.3	3271.76	10979
A0A7M7LSN7	A0A7M7LSN7_APIME	552502	Protein KIAA0100 isoform X1		10032.2	8638.13	9227.7
A0A7M7LSP1	A0A7M7LSP1_APIME	410727	Large ribosomal subunit protein mL38		12982.9	24040.4	20509.8
A0A7M7LSP9	A0A7M7LSP9_APIME	413940	Importin-9 isoform X1		4705.9	4568.53	6203.06
A0A7M7LSQ8	A0A7M7LSQ8_APIME	724341	Endoplasmic reticulum resident protein 29		87436.3	46742.9	132030
A0A7M7LSV8	A0A7M7LSV8_APIME	LOC102656131	Biogenesis of lysosome-related organelles complex 1 subunit 2		21247.1	24155.7	8852.07
A0A7M7LSY1	A0A7M7LSY1_APIME	LOC550948	Tafazzin family protein		29829	48101.2	65731.5
A0A7M7LSY6	A0A7M7LSY6_APIME	552118	Pyrimidodiazepine synthase		173474	139613	59908.5
A0A7M7LSZ7	A0A7M7LSZ7_APIME	LOC410101	Trafficking kinesin-binding protein milt isoform X1		27495.3	35444.3	10695
A0A7M7LT18	A0A7M7LT18_APIME	409646	Cationic amino acid transporter 3 isoform X1				8011.15
A0A7M7LT60	A0A7M7LT60_APIME	LOC552459	Glycine-rich cell wall structural protein 1 isoform X1		395774	654018	52838
A0A7M7LT65	A0A7M7LT65_APIME	LOC408331	Histone deacetylase		49337.6	43949.4	
A0A7M7LT70	A0A7M7LT70_APIME	411148	Palmitoyltransferase				22183.7
A0A7M7LT78	A0A7M7LT78_APIME	LOC102654405	Uncharacterized protein LOC102654405	365171	646500	123098	1.83777e+06
A0A7M7LT84	A0A7M7LT84_APIME	100578782	Complex III subunit 9		413719	749364	364815
A0A7M7LT93	A0A7M7LT93_APIME	LOC552243	Nuclear protein MDM1		37266.9	22905.8	
A0A7M7LT99	A0A7M7LT99_APIME	LOC100577833	Histone H1.2		152523	179276	22621.1
A0A7M7LTA8	A0A7M7LTA8_APIME	LOC726222	ATP synthase subunit g	1.3936e+06	797071	1.89986e+06	1.91084e+06
A0A7M7LTB0	A0A7M7LTB0_APIME	724658	WD repeat-containing protein 74 isoform X1		15732.9	19249.9	
A0A7M7LTC8	A0A7M7LTC8_APIME	LOC410688	RNA-binding protein 5 isoform X1		26609.2	30441.2	
A0A7M7LTD6	A0A7M7LTD6_APIME	411723	E3 ubiquitin-protein ligase		31534.5	43732.2	27852.9
A0A7M7LTH2	A0A7M7LTH2_APIME	LOC413132	Uncharacterized protein LOC413132		64002.8	77729.6	23184.5
A0A7M7LTJ1	A0A7M7LTJ1_APIME	LOC412104	Trafficking protein particle complex subunit 8 isoform X1		7297.59	15353.2	23188.5
A0A7M7LTK0	A0A7M7LTK0_APIME	551901	eIF-4F 25 kDa subunit		14512.1	34676.2	34595.1
A0A7M7M0C0	A0A7M7M0C0_APIME	100578621	Uncharacterized protein LOC100578621 isoform X1		13322.4	29366.8	10636.1
A0A7M7M0D7	A0A7M7M0D7_APIME	LOC408705	RNA-binding protein 25 isoform X1		20384.3	22996.4	8114.32
A0A7M7M0E1	A0A7M7M0E1_APIME	408734	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial			14306.3	
A0A7M7M0G0	A0A7M7M0G0_APIME	107964206	Zinc finger protein 717 isoform X1		13668.6	15773.3	
A0A7M7M0H8	A0A7M7M0H8_APIME	LOC408818	Phosphotransferase		8276.17	17070	41338
A0A7M7M0I5	A0A7M7M0I5_APIME	LOC724973	non-specific protein-tyrosine kinase		3209.1	2983.85	6446.97
A0A7M7M0J5	A0A7M7M0J5_APIME	413884	Ubiquitin-ribosomal protein eS31 fusion protein	1.71348e+06	2.29993e+06	2.28025e+06	2.21387e+06
A0A7M7M0J9	A0A7M7M0J9_APIME	LOC411589	Structural maintenance of chromosomes protein		101775	70287.3	56235.3
A0A7M7M0K2	A0A7M7M0K2_APIME	LOC100576514	FAST kinase domain-containing protein 4		3562.03	3981.23	4083.74
A0A7M7M0M4	A0A7M7M0M4_APIME	LOC107964507	Acyl-coenzyme A thioesterase 13		2512.15	12727.3	14784.6
A0A7M7M0P4	A0A7M7M0P4_APIME	LOC411673	Dystrobrevin beta isoform X1		38400.5	39510.8	27449.7
A0A7M7M0P7	A0A7M7M0P7_APIME	LOC551924	Mucin-1 isoform X1		347181	91735.1	
A0A7M7M0T3	A0A7M7M0T3_APIME	LOC412288	WD repeat-containing protein 7 isoform X1		47236.9	73569.2	35910.4
A0A7M7M0T7	A0A7M7M0T7_APIME	LOC551432	Uncharacterized protein LOC551432 isoform X1		3245.86	7210.77	
A0A7M7M0U7	A0A7M7M0U7_APIME	LOC412391	Transient receptor potential cation channel trpm isoform X1			58063.7	168665
A0A7M7M0U8	A0A7M7M0U8_APIME	410169	Twinfilin		28667.7	39257	20704.4
A0A7M7M0V1	A0A7M7M0V1_APIME	413724	TraB domain-containing protein		33785.8	58011.9	82754.8
A0A7M7M0V8	A0A7M7M0V8_APIME	409017	4'-phosphopantetheine phosphatase		14793.1	55510.8	242595
A0A7M7M0W9	A0A7M7M0W9_APIME	726721	Protein transport protein Sec61 subunit gamma isoform X1		10330.6	20558.2	14437.3
A0A7M7M0X4	A0A7M7M0X4_APIME	LOC100578811	Transmembrane protein 223			63033.6	99059.3
A0A7M7M0Y6	A0A7M7M0Y6_APIME	552522	Alpha-(1,6)-fucosyltransferase		12674.3	19753	63653.1
A0A7M7M0Z4	A0A7M7M0Z4_APIME	LOC410236	Hillarin isoform X1		56947.4	120208	
A0A7M7M101	A0A7M7M101_APIME	409093	Flocculation protein FLO11 isoform X1		93872.2	61119.3	18395
A0A7M7M104	A0A7M7M104_APIME	LOC408333	Uncharacterized protein LOC408333 isoform X1		12460.1	12199.3	
A0A7M7M114	A0A7M7M114_APIME	LOC726814	Solute carrier family 2, facilitated glucose transporter member 1 isoform X1		4470.03	12901.1	7069.14
A0A7M7M123	A0A7M7M123_APIME	LOC411457	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase		11553	14484.1	46701.1
A0A7M7M136	A0A7M7M136_APIME	551229	E3 ubiquitin-protein ligase CHIP		21942.3	32579.4	46113.8
A0A7M7M145	A0A7M7M145_APIME	725498	Protein mesh				22576.8
A0A7M7M151	A0A7M7M151_APIME	LOC411488	Glycogen debranching enzyme		159807	128598	111640
A0A7M7M164	A0A7M7M164_APIME	LOC100577367	Uncharacterized protein LOC100577367 isoform X1		11747.6	8792.08	1676.12
A0A7M7M194	A0A7M7M194_APIME	LOC552532	leucine--tRNA ligase		127148	157618	254197
A0A7M7M196	A0A7M7M196_APIME	LOC412941	Synaptic vesicle glycoprotein 2B			4073.72	16333.5
A0A7M7M1A4	A0A7M7M1A4_APIME	408534	chymotrypsin		39844.7	16525.8	203569
A0A7M7M1B2	A0A7M7M1B2_APIME	LOC413557	Syndecan		3740.6	4424.58	
A0A7M7M1B6	A0A7M7M1B6_APIME	LOC409713	Uncharacterized protein LOC409713 isoform X1		1.15039e+06	1.01208e+06	168778
A0A7M7M1D2	A0A7M7M1D2_APIME	LOC551799	Mediator of RNA polymerase II transcription subunit 26		190066	171351	11967.6
A0A7M7M1F8	A0A7M7M1F8_APIME	LOC552677	Protein polybromo-1 isoform X1		29237.7	28347.4	
A0A7M7M1H8	A0A7M7M1H8_APIME	413787	Tetratricopeptide repeat protein 39B isoform X1		5287.24	4366.04	7506.78
A0A7M7M3W4	A0A7M7M3W4_APIME	LOC551688	Band 7 protein AGAP004871 isoform X1				29074.7
A0A7M7M3W6	A0A7M7M3W6_APIME	LOC410863	LOW QUALITY PROTEIN: protein lin-9 homolog		170998	153347	
A0A7M7M3X6	A0A7M7M3X6_APIME	408666	Uncharacterized protein LOC408666				147344
A0A7M7M3Z4	A0A7M7M3Z4_APIME	725167	Uncharacterized protein LOC725167 isoform X1		6340.35	16455.2	36176.7
A0A7M7M488	A0A7M7M488_APIME	LOC107964349	Leucine-rich repeat protein soc-2 homolog		16240.1	15458.5	4610.63
A0A7M7M494	A0A7M7M494_APIME	100578168	Fucosyltransferase				6454.4
A0A7M7M499	A0A7M7M499_APIME	LOC412966	Pre-mRNA-splicing factor ISY1 homolog		21784.1	17247.5	19402.6
A0A7M7M4E7	A0A7M7M4E7_APIME	726957	SAP30-binding protein		7083.42	8949.65	1757.08
A0A7M7M4F4	A0A7M7M4F4_APIME	411604	WD repeat-containing protein 20 isoform X1		10150	15758	46066.4
A0A7M7M4J5	A0A7M7M4J5_APIME	LOC102653609	Paramyosin, short form-like		42620.3	11442.1	
A0A7M7M4L2	A0A7M7M4L2_APIME	LOC726379	Leucine-rich repeat-containing protein DDB_G0290503		8059.43	4010.53	
A0A7M7M4V5	A0A7M7M4V5_APIME	409006	Beta-arrestin-1 isoform X5		37534.5	42170.6	89089.8
A0A7M7M567	A0A7M7M567_APIME	LOC410332	Breast cancer anti-estrogen resistance protein 3 isoform X1		9736.5		
A0A7M7M5A5	A0A7M7M5A5_APIME	107965322	Gamma-interferon-inducible lysosomal thiol reductase		23563.3	24604.5	115672
A0A7M7M5A8	A0A7M7M5A8_APIME	LOC551857	Sepiapterin reductase		106439	142599	59839.6
A0A7M7M5I5	A0A7M7M5I5_APIME	LOC411617	Inactive rhomboid protein 1			5438.3	9823.49
A0A7M7M5L0	A0A7M7M5L0_APIME	LOC409501	SWI/SNF complex subunit SMARCC2		54079.6	73046.4	15999.2
A0A7M7M5L3	A0A7M7M5L3_APIME	552816	Vesicular integral-membrane protein VIP36 isoform X1		28558	108212	222527
A0A7M7M5M3	A0A7M7M5M3_APIME	LOC552795	diacylglycerol cholinephosphotransferase		14954.5	31984.8	29578.5
A0A7M7M5N6	A0A7M7M5N6_APIME	LOC411958	Uncharacterized protein LOC411958 isoform X1		55452.2	40563.4	3810.48
A0A7M7M5Q4	A0A7M7M5Q4_APIME	LOC100577163	Insulin-like growth factor-binding protein complex acid labile subunit		203832	133911	65673.3
A0A7M7M5Q9	A0A7M7M5Q9_APIME	LOC100577823	Uncharacterized protein LOC100577823 isoform X1			4739.78	5897.87
A0A7M7M5S2	A0A7M7M5S2_APIME	LOC724807	Protein FAM32A-like			8125	
A0A7M7M5T0	A0A7M7M5T0_APIME	725918	Large ribosomal subunit protein mL53		11608.6	17892.8	42914.8
A0A7M7M5T7	A0A7M7M5T7_APIME	LOC726664	Alpha-tubulin N-acetyltransferase		73152.6	13187.6	11070.8
A0A7M7M5U7	A0A7M7M5U7_APIME	411781	Sodium/potassium/calcium exchanger 4 isoform X1				10382.4
A0A7M7M5V7	A0A7M7M5V7_APIME	726145	E2 ubiquitin-conjugating enzyme		14952.8	9722.08	14851.9
A0A7M7M5V9	A0A7M7M5V9_APIME	726178	Hrp65 protein isoform X1	119136	177956	220438	65458
A0A7M7M5X1	A0A7M7M5X1_APIME	LOC100578708	Uncharacterized protein LOC100578708 isoform X1			14180.3	24593.6
A0A7M7M5Y7	A0A7M7M5Y7_APIME	102656585	CD151 antigen isoform X1		114192	175713	75410.6
A0A7M7MFW1	A0A7M7MFW1_APIME	LOC727534	ADP-ribose pyrophosphatase, mitochondrial isoform X1		7290.99	12673.7	7518.19
A0A7M7MFW4	A0A7M7MFW4_APIME	LOC724919	Mitochondrial amidoxime reducing component 2	221046	39382.6	390880	1.10181e+06
A0A7M7MFW9	A0A7M7MFW9_APIME	LOC726231	Uncharacterized protein LOC726231 isoform X1		2734.01	4929.72	
A0A7M7MFX7	A0A7M7MFX7_APIME	LOC412646	Uncharacterized protein LOC412646 isoform X1		36469.5	28535.6	22705.5
A0A7M7MFZ5	A0A7M7MFZ5_APIME	LOC724669	Peptidyl-prolyl cis-trans isomerase		9632.37	6319.15	4950.21
A0A7M7MG10	A0A7M7MG10_APIME	LOC725588	Uncharacterized protein LOC725588		18824.1	7927.36	14369.9
A0A7M7MG35	A0A7M7MG35_APIME	LOC551215	Uncharacterized protein LOC551215 isoform X1		27093.6	37949.3	49085.7
A0A7M7MG39	A0A7M7MG39_APIME	413791	TBC1 domain family member 24 isoform X1		7731.02	11504.9	27667.3
A0A7M7MGA7	A0A7M7MGA7_APIME	LOC727159	Restin homolog isoform X1		398255	210625	143325
A0A7M7MGB6	A0A7M7MGB6_APIME	LOC408763	Homeobox protein extradenticle		4461.19	4866.43	
A0A7M7MGB9	A0A7M7MGB9_APIME	LOC100578109	NADPH:adrenodoxin oxidoreductase, mitochondrial		22600.3	38659.1	35572.6
A0A7M7MGG2	A0A7M7MGG2_APIME	LOC726826	peptidylprolyl isomerase		33468.1	28636.8	11774.6
A0A7M7MGK7	A0A7M7MGK7_APIME	LOC100578389	Uncharacterized protein LOC100578389 isoform X1		8600.74	13198.9	13572.5
A0A7M7MGK9	A0A7M7MGK9_APIME	LOC552249	Alpha-mannosidase		403862	294963	324523
A0A7M7MGP7	A0A7M7MGP7_APIME	LOC100576383	alpha-1,2-Mannosidase		17447	34852.8	104057
A0A7M7MGP9	A0A7M7MGP9_APIME	LOC725878	Protein held out wings isoform X1		122544	58716	22293.6
A0A7M7MGR6	A0A7M7MGR6_APIME	LOC413318	Metastasis-associated protein MTA3 isoform X1		30915.6	31148	16644
A0A7M7MGS9	A0A7M7MGS9_APIME	LOC409283	Splicing factor, arginine/serine-rich 15		22244	30185.3	13903.8
A0A7M7MGT1	A0A7M7MGT1_APIME	LOC412401	Low-density lipoprotein receptor isoform X1		7108.52	7420.52	14013.1
A0A7M7MGT3	A0A7M7MGT3_APIME	LOC550749	C-1-tetrahydrofolate synthase, cytoplasmic		74031.9	112433	159955
A0A7M7MGW6	A0A7M7MGW6_APIME	LOC726309	Protein artichoke		33817.3	102789	203407
A0A7M7MH00	A0A7M7MH00_APIME	LOC725492	Sorting nexin-2		149622	120204	140570
A0A7M7MH33	A0A7M7MH33_APIME	LOC724976	WD repeat-containing protein 26 isoform X1		26223.1	20324.7	67883.4
A0A7M7MH48	A0A7M7MH48_APIME	LOC413159	Potassium channel subfamily T member 2 isoform X1		15233.3	14751.2	
A0A7M7MH65	A0A7M7MH65_APIME	LOC726054	Transport and Golgi organization 2 homolog		14469.8	34846	132552
A0A7M7MH80	A0A7M7MH80_APIME	LOC100578680	Uncharacterized protein LOC100578680 isoform X1		304639	141907	
A0A7M7MK64	A0A7M7MK64_APIME	LOC410918	Protein tramtrack, alpha isoform isoform X1		9875.14	11453.1	4506.29
A0A7M7MK82	A0A7M7MK82_APIME	LOC100576901	cGMP-dependent protein kinase			142529	238168
A0A7M7MK83	A0A7M7MK83_APIME	LOC725991	Sodium/potassium-transporting ATPase subunit beta-2		248163	316361	307230
A0A7M7MK91	A0A7M7MK91_APIME	LOC113218556	Glutamic acid-rich protein-like		146594	191558	123497
A0A7M7MK92	A0A7M7MK92_APIME	LOC727354	Vacuolar protein sorting-associated protein VTA1 homolog		79576.6	55848.6	55302
A0A7M7MK97	A0A7M7MK97_APIME	LOC410936	Cytochrome b5 reductase 4 isoform X1		13772	27359.5	
A0A7M7MKA2	A0A7M7MKA2_APIME	LOC409443	Serine/threonine-protein phosphatase 2A activator		43181.3	49043.1	22316.2
A0A7M7MKB9	A0A7M7MKB9_APIME	LOC107964343	Serine/arginine repetitive matrix protein 1-like		19628.8	25679.4	4224.95
A0A7M7MKC1	A0A7M7MKC1_APIME	LOC726726	Serine/arginine repetitive matrix protein 1 isoform X1		11674.3	5647.91	
A0A7M7MKD6	A0A7M7MKD6_APIME	LOC408779	Microtubule-actin cross-linking factor 1 isoform X1	238234	523828	324993	93066.8
A0A7M7MKE2	A0A7M7MKE2_APIME	LOC408785	Protein-L-isoaspartate O-methyltransferase		15449.3	5714.55	9674.7
A0A7M7MKE6	A0A7M7MKE6_APIME	LOC409560	Eukaryotic translation initiation factor 4B		61185.7	70180.8	27075.9
A0A7M7MKG3	A0A7M7MKG3_APIME	LOC409727	Kinesin-like protein KIF2A isoform X1		25965.2	25244.7	9523.86
A0A7M7MKG9	A0A7M7MKG9_APIME	410116	Transcription factor 25		10677.2	7694.34	16308.4
A0A7M7MKH7	A0A7M7MKH7_APIME	411829	Neuroglian isoform X1		646377	351600	135984
A0A7M7MKI0	A0A7M7MKI0_APIME	LOC113218779	70 kDa peptidyl-prolyl isomerase-like		5597.07	6086.99	8726.61
A0A7M7MKI8	A0A7M7MKI8_APIME	LOC724515	Centromere-associated protein E		23905.1		
A0A7M7MKI9	A0A7M7MKI9_APIME	LOC726107	Probable glutamate carboxypeptidase LAMP1 isoform X1		33491.3		
A0A7M7MKJ9	A0A7M7MKJ9_APIME	LOC412426	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial		5784.28	14550	13512.7
A0A7M7MKK8	A0A7M7MKK8_APIME	LOC408874	chitinase		24442.1	23788.6	
A0A7M7MKL7	A0A7M7MKL7_APIME	LOC550703	Dephospho-CoA kinase domain-containing protein		9983.76	24221.6	45454.9
A0A7M7MKL9	A0A7M7MKL9_APIME	LOC414017	Protein Daple isoform X1		13583.3	6462.77	12735.4
A0A7M7MKM0	A0A7M7MKM0_APIME	LOC413043	UDP-glucuronosyltransferase 1-3			16392.4	53172.5
A0A7M7MKM4	A0A7M7MKM4_APIME	LOC102654365	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial		35403.9	37754.4	35014
A0A7M7MKM8	A0A7M7MKM8_APIME	LOC107964589	LOW QUALITY PROTEIN: uncharacterized protein LOC107964589		21992	7328.56	
A0A7M7MKN0	A0A7M7MKN0_APIME	LOC113218867	Paramyosin, short form-like	559182	711770	670805	703791
A0A7M7MKN2	A0A7M7MKN2_APIME	LOC100578913	Uncharacterized protein LOC100578913			2680.35	
A0A7M7MKQ6	A0A7M7MKQ6_APIME	LOC724612	Thyrotropin-releasing hormone-degrading ectoenzyme isoform X1		56867.7	41509.6	
A0A7M7MKQ8	A0A7M7MKQ8_APIME	LOC408897	Uncharacterized protein LOC408897 isoform X1	40882.2	36574.9	26198.7	24674.2
A0A7M7MKR3	A0A7M7MKR3_APIME	LOC412176	Transcription initiation factor TFIID subunit		18488	18390	
A0A7M7MKR6	A0A7M7MKR6_APIME	LOC727227	Epidermal growth factor receptor substrate 15-like 1 isoform X1		53857.6	47942.9	14049.1
A0A7M7MKS5	A0A7M7MKS5_APIME	100578300	Uncharacterized protein LOC100578300 isoform X1		15496.1	14106.3	
A0A7M7MKS6	A0A7M7MKS6_APIME	LOC409851	Amphiphysin isoform X1	263663	985360	587173	116796
A0A7M7MKU0	A0A7M7MKU0_APIME	LOC113218895	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial		5885.82	14533.7	5338.6
A0A7M7MKV0	A0A7M7MKV0_APIME	LOC413024	Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein-like isoform X1		12557.8	10534.5	
A0A7M7MKV6	A0A7M7MKV6_APIME	LOC725936	Titin homolog		323037	81042.6	27261.6
A0A7M7MKV8	A0A7M7MKV8_APIME	LOC552104	Bifunctional coenzyme A synthase		25932.5	40741.1	111842
A0A7M7MKX4	A0A7M7MKX4_APIME	LOC412372	Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial		14262.1	15312.7	14181.7
A0A7M7MKX9	A0A7M7MKX9_APIME	LOC727088	Transcription initiation factor IIF subunit alpha		20286.9	10390.9	
A0A7M7MKZ4	A0A7M7MKZ4_APIME	LOC100578629	Uncharacterized protein LOC100578629 isoform X1		15865.1	11254.9	15685.9
A0A7M7MKZ5	A0A7M7MKZ5_APIME	LOC100578953	Dual specificity protein phosphatase 15			5748.67	
A0A7M7MKZ7	A0A7M7MKZ7_APIME	LOC411908	Protein ABHD16A		13529.7	44637.4	56003.8
A0A7M7ML21	A0A7M7ML21_APIME	409806	Integrator complex subunit 12		2151.36	4153.27	
A0A7M7ML33	A0A7M7ML33_APIME	LOC724706	Uncharacterized protein PFB0145c isoform X1		39667.1	14706.2	7090.82
A0A7M7ML34	A0A7M7ML34_APIME	LOC727452	Sorting nexin		38433.8	35538.2	39405.4
A0A7M7ML53	A0A7M7ML53_APIME	LOC551259	Titin	1.27515e+06	3.38968e+06	1.89208e+06	932949
A0A7M7ML58	A0A7M7ML58_APIME	LOC727239	Uncharacterized protein LOC727239		68952.8	67553.3	14495.7
A0A7M7ML59	A0A7M7ML59_APIME	LOC100577972	Uncharacterized protein LOC100577972 isoform X1		2509.18	2371.28	
A0A7M7ML60	A0A7M7ML60_APIME	725460	Hemicentin-1 isoform X1		13479.5	6041.44	6142.9
A0A7M7ML61	A0A7M7ML61_APIME	LOC727230	Eukaryotic translation initiation factor 4E transporter isoform X1		18128.8	15652.7	
A0A7M7ML72	A0A7M7ML72_APIME	LOC551295	T-complex protein 1 subunit zeta	269771	364431	386577	181353
A0A7M7ML89	A0A7M7ML89_APIME	LOC724660	Protein furry isoform X1		12257.7	10551.1	5428.28
A0A7M7MLA1	A0A7M7MLA1_APIME	LOC408953	Peroxidase isoform X1		17677.1	7394.32	22372.6
A0A7M7MLC1	A0A7M7MLC1_APIME	LOC113218907	Uncharacterized protein LOC113218907			77897.7	
A0A7M7MLE0	A0A7M7MLE0_APIME	LOC413303	receptor protein-tyrosine kinase		24344	9500.29	19739.9
A0A7M7MLF0	A0A7M7MLF0_APIME	Slc35b1	Solute carrier family 35 member B1 isoform X1				33153.2
A0A7M7MLG3	A0A7M7MLG3_APIME	LOC100576528	Uncharacterized protein LOC100576528 isoform X1		42353.3	9048.29	
A0A7M7MLG6	A0A7M7MLG6_APIME	LOC409933	Glucose transporter type 1 isoform X1				14418.3
A0A7M7MLH5	A0A7M7MLH5_APIME	LOC411706	Phospholipase B1, membrane-associated			12712.8	
A0A7M7MLH7	A0A7M7MLH7_APIME	LOC100576547	Glucose dehydrogenase [FAD, quinone] isoform X1		102117	57855.9	
A0A7M7MLJ8	A0A7M7MLJ8_APIME	LOC727091	Forkhead box protein O		14674.1	4587.32	
A0A7M7MLL3	A0A7M7MLL3_APIME	LOC412701	Vacuolar protein sorting-associated protein 13D		3616.22	4108.51	7549.21
A0A7M7MLM2	A0A7M7MLM2_APIME	LOC113218919	Dynein regulatory complex protein 9-like		16583.3		
A0A7M7MLM5	A0A7M7MLM5_APIME	LOC409243	Centromere-associated protein E isoform X1		18228	9785.99	
A0A7M7MLP6	A0A7M7MLP6_APIME	LOC412454	Tetratricopeptide repeat protein 37 isoform X1		3208.22	2661.79	3707.36
A0A7M7MLQ3	A0A7M7MLQ3_APIME	409272	non-specific serine/threonine protein kinase			16581.8	
A0A7M7MLQ5	A0A7M7MLQ5_APIME	406072	Hyperpolarization-activated ion channel isoform X9		18879.4		18007.7
A0A7M7MLT7	A0A7M7MLT7_APIME	LOC413197	G protein-coupled receptor kinase		20813.4	8868.42	8212.67
A0A7M7MLU5	A0A7M7MLU5_APIME	LOC726586	ATP-dependent RNA helicase		15061.3	9943.96	
A0A7M7MLU6	A0A7M7MLU6_APIME	LOC726500	Eukaryotic translation initiation factor 2 subunit 1		238592	166178	139637
A0A7M7MLW2	A0A7M7MLW2_APIME	412254	BUB3-interacting and GLEBS motif-containing protein ZNF207 isoform X1		7857.4	6374.47	5515.23
A0A7M7MLX6	A0A7M7MLX6_APIME	LOC413264	Cytochrome b5-related protein			79061.9	332507
A0A7M7MLX9	A0A7M7MLX9_APIME	LOC412610	Glutathione synthetase		17041.4	79873.4	65063.6
A0A7M7MLZ5	A0A7M7MLZ5_APIME	LOC552685	Pupal cuticle protein		28624.7		
A0A7M7MM06	A0A7M7MM06_APIME	LOC411775	Exocyst complex component 8		39752.2	34332.1	19580.3
A0A7M7MM09	A0A7M7MM09_APIME	LOC412825	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 isoform X1		336759	161277	
A0A7M7MM16	A0A7M7MM16_APIME	LOC413664	GPI transamidase component PIG-S isoform X1		45536.8	52004.1	120588
A0A7M7MM21	A0A7M7MM21_APIME	LOC412694	Uncharacterized protein LOC412694			32756.1	223471
A0A7M7MM31	A0A7M7MM31_APIME	LOC551261	Calcium-transporting ATPase	295954	285330	330796	288150
A0A7M7MM34	A0A7M7MM34_APIME	LOC724320	PHD finger-like domain-containing protein 5A		9331.41	18165.5	14017.6
A0A7M7MM36	A0A7M7MM36_APIME	412200	threonine--tRNA ligase		52095	75890	98596
A0A7M7MM38	A0A7M7MM38_APIME	LOC411392	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase		136609	58332.5	115349
A0A7M7MM42	A0A7M7MM42_APIME	LOC726514	adenylate cyclase		10029.6	16058.8	
A0A7M7MM50	A0A7M7MM50_APIME	LOC409814	Beta-glucuronidase		89973.8	403780	179188
