id,mz,mz_range:min,mz_range:max,rt,rt_range:min,rt_range:max,area,height,intensity_range:min,intensity_range:max,charge,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,molecular_networking:net_cluster_id,molecular_networking:net_community_id,molecular_networking:edges,molecular_networking:net_cluster_size,molecular_networking:net_community_size,ion_identities:iin_id,ion_identities:ion_identities,ion_identities:list_size,ion_identities:neutral_mass,ion_identities:partner_row_ids,ion_identities:iin_relationship,ion_identities:consensus_formulas,ion_identities:simple_formulas,preferred_annotation:compound_name,preferred_annotation:mol_formula,preferred_annotation:adduct,preferred_annotation:score,preferred_annotation:precursor_mz,preferred_annotation:annotation_method,preferred_annotation:n_matching_signals,preferred_annotation:explained_intensity_percent,preferred_annotation:smiles,preferred_annotation:inchi,preferred_annotation:neutral_mass,preferred_annotation:mz_diff,preferred_annotation:mz_diff_ppm,preferred_annotation:rt_absolute_error,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:similarity_score,spectral_db_matches:n_matching_signals,spectral_db_matches:explained_intensity_percent,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:inchi,spectral_db_matches:neutral_mass,spectral_db_matches:precursor_mz,spectral_db_matches:mz_diff,spectral_db_matches:mz_diff_ppm,spectral_db_matches:rt_absolute_error,lipid_annotations:lipid_annotations,lipid_annotations:ion_adduct,lipid_annotations:mol_formula,lipid_annotations:mz_diff_ppm,lipid_annotations:explained_intensity_percent,feature_group,datafile:Crop_P1-A-1_562.d:feature_state,datafile:Crop_P1-A-1_562.d:mz,datafile:Crop_P1-A-1_562.d:mz_range:min,datafile:Crop_P1-A-1_562.d:mz_range:max,datafile:Crop_P1-A-1_562.d:rt,datafile:Crop_P1-A-1_562.d:rt_range:min,datafile:Crop_P1-A-1_562.d:rt_range:max,datafile:Crop_P1-A-1_562.d:fwhm,datafile:Crop_P1-A-1_562.d:area,datafile:Crop_P1-A-1_562.d:height,datafile:Crop_P1-A-1_562.d:intensity_range:min,datafile:Crop_P1-A-1_562.d:intensity_range:max,datafile:Crop_P1-A-1_562.d:charge,datafile:Crop_P1-A-1_562.d:fragment_scans,datafile:Crop_P1-A-1_562.d:isotopes,datafile:Crop_P1-A-1_562.d:tailing_factor,datafile:Crop_P1-A-1_562.d:asymmetry_factor,datafile:Crop_P1-A-1_562.d:msms_info,datafile:Crop_P1-A-1_562.d:rt_ms2_apex_distance,datafile:Hind_P1-A-3_564.d:feature_state,datafile:Hind_P1-A-3_564.d:mz,datafile:Hind_P1-A-3_564.d:mz_range:min,datafile:Hind_P1-A-3_564.d:mz_range:max,datafile:Hind_P1-A-3_564.d:rt,datafile:Hind_P1-A-3_564.d:rt_range:min,datafile:Hind_P1-A-3_564.d:rt_range:max,datafile:Hind_P1-A-3_564.d:fwhm,datafile:Hind_P1-A-3_564.d:area,datafile:Hind_P1-A-3_564.d:height,datafile:Hind_P1-A-3_564.d:intensity_range:min,datafile:Hind_P1-A-3_564.d:intensity_range:max,datafile:Hind_P1-A-3_564.d:charge,datafile:Hind_P1-A-3_564.d:fragment_scans,datafile:Hind_P1-A-3_564.d:isotopes,datafile:Hind_P1-A-3_564.d:tailing_factor,datafile:Hind_P1-A-3_564.d:asymmetry_factor,datafile:Hind_P1-A-3_564.d:msms_info,datafile:Hind_P1-A-3_564.d:rt_ms2_apex_distance,datafile:Mid_P1-A-2_563.d:feature_state,datafile:Mid_P1-A-2_563.d:mz,datafile:Mid_P1-A-2_563.d:mz_range:min,datafile:Mid_P1-A-2_563.d:mz_range:max,datafile:Mid_P1-A-2_563.d:rt,datafile:Mid_P1-A-2_563.d:rt_range:min,datafile:Mid_P1-A-2_563.d:rt_range:max,datafile:Mid_P1-A-2_563.d:fwhm,datafile:Mid_P1-A-2_563.d:area,datafile:Mid_P1-A-2_563.d:height,datafile:Mid_P1-A-2_563.d:intensity_range:min,datafile:Mid_P1-A-2_563.d:intensity_range:max,datafile:Mid_P1-A-2_563.d:charge,datafile:Mid_P1-A-2_563.d:fragment_scans,datafile:Mid_P1-A-2_563.d:isotopes,datafile:Mid_P1-A-2_563.d:tailing_factor,datafile:Mid_P1-A-2_563.d:asymmetry_factor,datafile:Mid_P1-A-2_563.d:msms_info,datafile:Mid_P1-A-2_563.d:rt_ms2_apex_distance
179,264.11766,264.11467,264.12141,0.5162,0.5019,0.557,1.327E3,4.697E4,3.986E1,4.697E4,1,0,0.5,3,0,0.987,0.68,0.00018,0.0011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DETECTED,264.11774,264.11579,264.12092,0.5168,0.503,0.5512,0.0346,1.327E3,4.697E4,3.986E1,4.697E4,1,,37,1.7494,2.4988,0,,DETECTED,264.11768,264.11467,264.12141,0.5157,0.5019,0.557,0.1329,7.053E2,3.023E4,5.801E2,3.023E4,1,,6,1.5147,1.5368,0,,DETECTED,264.11756,264.11548,264.12112,0.5162,0.5024,0.5506,0.0316,8.322E2,3.315E4,4.761E2,3.315E4,1,,125,1.4806,1.7952,0,
181,271.08091,271.07578,271.08758,0.5162,0.5019,0.62,1.285E4,5.001E5,2.218E2,5.001E5,1,0,0.5,3,0,0.956,2.33,0.00063,0.0011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DETECTED,271.08057,271.07578,271.08414,0.5168,0.503,0.62,0.025,1.285E4,5.001E5,5.638E2,5.001E5,1,,14,1.7284,1.9834,1,,DETECTED,271.0812,271.07786,271.08758,0.5157,0.5019,0.5708,0.0298,2.356E2,7.298E3,1.02E3,7.298E3,1,,30,2.5013,4.0635,0,,DETECTED,271.08098,271.07917,271.08409,0.5162,0.5024,0.5782,0.0276,7.342E2,2.495E4,2.218E2,2.495E4,1,,3,2.4252,3.5644,0,
197,452.19825,452.19563,452.20416,0.5162,0.5024,0.5713,6.068E2,2.479E4,8.952E2,2.479E4,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,UNKNOWN,,,,,,,,,,,,,,,,,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,DETECTED,452.19825,452.19563,452.20416,0.5162,0.5024,0.5713,0.0299,6.068E2,2.479E4,8.952E2,2.479E4,1,,14,2.058,2.4786,0,
213,869.27518,869.26956,869.28133,0.5165,0.5024,0.565,1.979E4,7.672E5,4.262E2,7.672E5,1,1,0.167,1,0,1,0,0,0,0,44,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,ESTIMATED,869.27485,869.27252,869.27771,0.5168,0.503,0.565,3.5249,1.979E4,7.672E5,8.77E2,7.672E5,,,,1.4784,1.6407,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,DETECTED,869.27552,869.26956,869.28133,0.5162,0.5024,0.5506,0.0721,7.762E2,3.553E4,4.262E2,3.553E4,1,1,3,1.2467,1.384,3,0.0046
217,292.10188,292.09933,292.10481,0.5162,0.5019,0.5644,7.097E2,2.07E4,4.722E3,2.07E4,1,0,0.333,2,0,0.885,4.19,0.00122,0.0006,0,,,,,,20,[M+NH4]+,2,274.06695,217;1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DETECTED,292.10253,292.10019,292.10481,0.5168,0.503,0.5443,1.2023,4.987E2,1.74E4,5.201E3,1.74E4,1,,12,1.4997,1.9994,0,,ESTIMATED,292.10178,292.10061,292.10321,0.5157,0.5019,0.5363,0.0376,3.416E2,1.723E4,5.241E3,1.723E4,,,,1.25,1.5001,0,,DETECTED,292.10131,292.09933,292.10333,0.5162,0.5024,0.5644,0.0401,7.097E2,2.07E4,4.722E3,2.07E4,1,,150,2.2501,3.5002,0,
218,310.11266,310.10977,310.11641,0.5208,0.5024,0.5782,1.172E3,3.331E4,1.286E3,3.331E4,1,0,0.333,2,0,0.988,0.39,0.00012,0.0006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DETECTED,310.11237,310.10977,310.11641,0.5168,0.503,0.5443,0.0334,6.587E2,2.703E4,5.246E3,2.703E4,1,,6,1.4997,1.9994,0,,ESTIMATED,310.11311,310.11209,310.11352,0.5294,0.5226,0.5432,0.0167,1.033E2,7.991E3,3.618E3,7.991E3,,,,1.4997,1.9995,0,,DETECTED,310.11249,310.11069,310.11321,0.5162,0.5024,0.5782,0.1149,1.172E3,3.331E4,1.286E3,3.331E4,1,,7,2.7501,4.2673,0,
220,367.14081,367.13228,367.14534,0.5162,0.5019,0.5856,2.766E3,9.515E4,1.182E3,9.515E4,1,0,0.333,2,0,0.867,3.87,0.00142,0.0006,0,,,,,,6,[2M+K]+,3,164.08885,382;220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DETECTED,367.14131,367.13964,367.14534,0.5168,0.503,0.5856,0.0305,2.766E3,9.515E4,1.517E3,9.515E4,1,,13,2.0299,2.4835,0,,ESTIMATED,367.14125,367.1406,367.14148,0.5157,0.5019,0.5226,0.013,5.94E1,5.998E3,2.629E3,5.998E3,,,,0.75,0.5,0,,DETECTED,367.13989,367.13228,367.14367,0.5162,0.5024,0.5713,0.0802,3.974E2,1.406E4,1.182E3,1.406E4,1,,4,2.3582,3.3991,0,
223,522.20271,522.19384,522.21004,0.5162,0.5019,0.9642,2.266E4,6.824E5,4.132E2,6.824E5,1,1,0.333,2,2,0.979,0.44,0.00023,0.0006,0,45,-1,0,1,0,4,[M+NH4]+,3,504.16914,298;223,,,,Gentianose,C18H32O16,[M+NH4]+,0.685,522.20286,Spectral match,4,0.6849,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,"InChI=1S/C18H32O16/c19-1-5-8(22)11(25)13(27)16(31-5)30-3-7-9(23)12(26)14(28)17(32-7)34-18(4-21)15(29)10(24)6(2-20)33-18/h5-17,19-29H,1-4H2/t5-,6-,7-,8-,9-,10-,11+,12+,13-,14-,15+,16-,17-,18+/m1/s1",504.16904,-0.00015,-0.28,-0.2441,Gentianose (0.685),Gentianose,0.685,4,0.6849,[M+NH4]+,C18H32O16,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,"InChI=1S/C18H32O16/c19-1-5-8(22)11(25)13(27)16(31-5)30-3-7-9(23)12(26)14(28)17(32-7)34-18(4-21)15(29)10(24)6(2-20)33-18/h5-17,19-29H,1-4H2/t5-,6-,7-,8-,9-,10-,11+,12+,13-,14-,15+,16-,17-,18+/m1/s1",504.16904,522.20286,-0.00015,-0.28,-0.2441,,,,,,11,DETECTED,522.20293,522.19384,522.21004,0.5168,0.503,0.9642,0.0326,2.266E4,6.824E5,5.349E2,6.824E5,1,1,5,2.0517,2.591,1,0.0184,ESTIMATED,522.20204,522.20066,522.20315,0.5157,0.5019,0.5501,0.0221,8.042E2,3.362E4,5.082E3,3.362E4,,,,1.7513,2.2075,0,,DETECTED,522.20316,522.20034,522.20797,0.5162,0.5024,0.585,0.0273,1.83E3,6.238E4,4.132E2,6.238E4,1,,3,2.2104,2.4536,0,
232,151.0388,151.03801,151.03953,0.5185,0.503,0.5581,1.037E3,4.356E4,4.151E2,4.356E4,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DETECTED,151.03861,151.03801,151.03903,0.5168,0.503,0.5581,0.0234,1.037E3,4.356E4,4.151E2,4.356E4,1,,8,1.6837,1.943,0,,ESTIMATED,151.03825,151.03802,151.03903,0.5226,0.5157,0.5363,0.0118,3.09E1,3.447E3,1.04E3,3.447E3,,,,1.5,2,0,,ESTIMATED,151.03953,151.03861,151.03953,0.5162,0.5093,0.5231,0.0138,5.728E0,8.32E2,8.32E2,8.32E2,,,,1.0001,1.0002,0,
240,193.04888,193.0474,193.05229,0.5199,0.503,0.5719,2.007E3,7.76E4,1.018E3,7.76E4,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DETECTED,193.04936,193.0474,193.05229,0.5168,0.503,0.5719,0.0254,2.007E3,7.76E4,1.018E3,7.76E4,1,,19,1.9032,2.2922,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,ESTIMATED,193.0484,193.0484,193.04936,0.5231,0.5162,0.53,0.0138,3.556E1,5.164E3,5.164E3,5.164E3,,,,1.0001,1.0001,0,
247,203.05218,203.05079,203.05279,0.5116,0.5019,1.2046,1.321E6,4.6E7,6.86E3,4.6E7,1,8,0.167,1,0,1,0,0,0,0,46,-1,0,1,0,6,[M+K]+,3,164.08885,382;247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DETECTED,203.05232,203.05079,203.05279,0.5168,0.503,1.2046,0.0459,1.321E6,4.6E7,6.86E3,4.6E7,1,8,5,1.8873,2.3279,14,-0.0092,ESTIMATED,203.05199,203.05175,203.05232,0.5088,0.5019,0.557,0.0219,7.558E4,3.247E6,7.375E4,3.247E6,,,,2.9476,4.0003,0,,ESTIMATED,203.05224,203.05161,203.05239,0.5093,0.5024,0.5644,0.0255,2.826E5,1.112E7,8.984E4,1.112E7,,,,3.0687,4.644,0,
261,223.06007,223.05914,223.06233,0.5234,0.503,0.5512,7.081E3,2.86E5,1.268E4,2.86E5,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DETECTED,223.05976,223.05914,223.06233,0.5168,0.503,0.5512,0.0236,7.081E3,2.86E5,1.268E4,2.86E5,1,,9,1.5754,1.9989,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,ESTIMATED,223.06037,223.05976,223.06055,0.53,0.5162,0.5369,0.0203,2.198E2,1.832E4,1.36E4,1.832E4,,,,0.75,0.4999,0,
263,241.06956,241.06687,241.07029,0.5234,0.503,0.5581,4.725E3,1.826E5,2.903E3,1.826E5,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DETECTED,241.07001,241.06687,241.07029,0.5168,0.503,0.5581,0.0265,4.725E3,1.826E5,2.903E3,1.826E5,1,,13,1.8363,1.9556,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,ESTIMATED,241.06911,241.06889,241.07001,0.53,0.5231,0.5437,0.0125,7.862E1,8.252E3,3.166E3,8.252E3,,,,1.4997,1.9995,0,
285,383.11528,383.11091,383.12101,0.5116,0.5019,0.7301,3.825E4,1.369E6,9.657E1,1.369E6,1,2,0.167,1,0,1,0,0,0,0,47,-1,0,1,0,1,[M+K]+,2,344.15186,285;220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DETECTED,383.1155,383.11091,383.12101,0.5168,0.503,0.7301,0.0591,3.825E4,1.369E6,9.657E1,1.369E6,1,2,6,1.7678,2.2861,2,-0.0092,ESTIMATED,383.11468,383.11423,383.11664,0.5088,0.5019,0.5432,0.0182,1.952E3,1.099E5,3.657E3,1.099E5,,,,2.3656,2.9849,0,,ESTIMATED,383.11566,383.11478,383.11741,0.5093,0.5024,0.5644,0.0249,9.967E3,4.266E5,1.067E3,4.266E5,,,,3.0072,4.0769,0,
298,487.16595,487.15703,487.17024,0.5139,0.5019,0.8058,2.189E4,8.623E5,4.217E2,8.623E5,1,0,0.167,1,0,1,0,0,0,0,,,,,,4,[M+H-H2O]+,3,504.16914,223;298;345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DETECTED,487.16639,487.15703,487.17024,0.5168,0.503,0.8058,0.0366,2.189E4,8.623E5,4.217E2,8.623E5,1,,5,1.6998,1.9577,0,,ESTIMATED,487.16578,487.16488,487.16763,0.5088,0.5019,0.5639,0.0222,6.056E2,2.853E4,1.919E3,2.853E4,,,,5.3193,4.9869,0,,ESTIMATED,487.16567,487.16419,487.16655,0.5162,0.5024,0.5644,0.0389,1.775E3,5.923E4,2.509E3,5.923E4,,,,2.0811,2.6323,0,
303,511.18485,511.18201,511.1914,0.513,0.5024,0.5856,1.024E3,3.057E4,7.39E2,3.057E4,1,0,0.167,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DETECTED,511.18467,511.18201,511.1914,0.5168,0.503,0.5856,0.0356,1.024E3,3.057E4,1.235E3,3.057E4,1,,2,2.6694,2.9636,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,ESTIMATED,511.18503,511.18354,511.18686,0.5093,0.5024,0.5437,0.019,2.2E2,1.094E4,7.39E2,1.094E4,,,,3,5,0,
311,541.14033,541.13877,541.14702,0.5185,0.503,0.5512,1.058E4,3.759E5,5.84E2,3.759E5,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DETECTED,541.14072,541.13983,541.14702,0.5168,0.503,0.5512,0.038,1.058E4,3.759E5,2.281E4,3.759E5,1,,11,1.5102,1.9218,0,,ESTIMATED,541.13909,541.13877,541.14137,0.5226,0.5157,0.5363,0.0109,3.356E1,4.289E3,5.84E2,4.289E3,,,,1.5,1.0421,0,,ESTIMATED,541.14119,541.14072,541.14119,0.5162,0.5093,0.5231,0.0138,2.782E1,4.041E3,4.041E3,4.041E3,,,,1.0001,1.0002,0,
315,622.16663,622.16436,622.17079,0.5168,0.503,0.5512,6.522E3,2.365E5,1.334E4,2.365E5,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DETECTED,622.16663,622.16436,622.17079,0.5168,0.503,0.5512,0.0369,6.522E3,2.365E5,1.334E4,2.365E5,1,,4,1.506,1.9132,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,
318,649.21825,649.21011,649.22335,0.5139,0.5019,0.6337,1.019E4,4.431E5,3.277E2,4.431E5,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DETECTED,649.21834,649.21011,649.22335,0.5168,0.503,0.6337,0.0727,1.019E4,4.431E5,3.277E2,4.431E5,1,,5,1.4369,1.5563,0,,ESTIMATED,649.21802,649.21635,649.22041,0.5088,0.5019,0.5157,0.0138,5.565E1,5.998E3,4.171E3,5.998E3,,,,1,1.0001,0,,ESTIMATED,649.21839,649.21682,649.22024,0.5162,0.5024,0.5506,0.0267,6.064E2,2.42E4,2.201E3,2.42E4,,,,1.6393,1.9388,0,
319,667.2297,667.21675,667.23518,0.5116,0.5019,0.6681,1.08E4,4.582E5,1.109E2,4.582E5,1,1,0.167,1,0,1,0,0,0,0,48,-1,0,1,0,5,[2M+H-H2O]+,6,342.11629,319;373,,,,alpha-maltotetraose,C24H42O21,[M+H]+,0.836,667.22913,Spectral match,4,0.7578,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,"InChI=1S/C24H42O21/c25-1-5-9(29)10(30)15(35)22(40-5)44-19-7(3-27)42-24(17(37)12(19)32)45-20-8(4-28)41-23(16(36)13(20)33)43-18-6(2-26)39-21(38)14(34)11(18)31/h5-38H,1-4H2/t5-,6-,7-,8-,9-,10+,11-,12-,13-,14-,15-,16-,17-,18-,19-,20-,21+,22-,23-,24-/m1/s1",666.22186,0.00056,0.84,-1.2367,alpha-maltotetraose (0.836),alpha-maltotetraose,0.836,4,0.7578,[M+H]+,C24H42O21,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,"InChI=1S/C24H42O21/c25-1-5-9(29)10(30)15(35)22(40-5)44-19-7(3-27)42-24(17(37)12(19)32)45-20-8(4-28)41-23(16(36)13(20)33)43-18-6(2-26)39-21(38)14(34)11(18)31/h5-38H,1-4H2/t5-,6-,7-,8-,9-,10+,11-,12-,13-,14-,15-,16-,17-,18-,19-,20-,21+,22-,23-,24-/m1/s1",666.22186,667.22913,0.00056,0.84,-1.2367,,,,,,11,DETECTED,667.22896,667.21675,667.23518,0.5168,0.503,0.6681,0.0409,1.08E4,4.582E5,1.109E2,4.582E5,1,1,4,1.473,1.587,2,-0.0023,ESTIMATED,667.22985,667.22896,667.23015,0.5088,0.5019,0.5157,0.0138,1.128E2,1.233E4,8.114E3,1.233E4,,,,1,1.0001,0,,ESTIMATED,667.23027,667.22764,667.23169,0.5093,0.5024,0.5231,0.0216,4.841E2,3.509E4,1.674E4,3.509E4,,,,1.5,1.9999,0,
320,685.24146,685.23308,685.24314,0.513,0.5024,0.5581,5.611E3,2.493E5,4.277E2,2.493E5,1,0,0.167,1,0,1,0,0,0,0,,,,,,5,[2M+H]+,6,342.11629,320;373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DETECTED,685.23978,685.23308,685.24163,0.5168,0.503,0.5581,0.0297,5.611E3,2.493E5,4.277E2,2.493E5,1,,8,1.4942,1.5814,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,ESTIMATED,685.24314,685.23978,685.24314,0.5093,0.5024,0.5162,0.0138,1.093E1,1.588E3,1.588E3,1.588E3,,,,0.9999,0.9999,0,
322,695.20751,695.20028,695.21254,0.5165,0.503,0.5512,4.499E2,1.504E4,1.287E3,1.504E4,2,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DETECTED,695.20639,695.20028,695.21254,0.5168,0.503,0.5512,0.1528,4.499E2,1.504E4,4.075E3,1.504E4,2,,2,1.7494,2.4988,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,ESTIMATED,695.20863,695.20639,695.20961,0.5162,0.5093,0.53,0.0134,2.772E1,2.739E3,1.287E3,2.739E3,,,,1.5002,2.0005,0,
323,702.26622,702.25838,702.271,0.5165,0.503,0.565,3.552E3,1.487E5,1.465E2,1.487E5,1,0,0.167,1,0,1,0,0,0,0,,,,,,5,[2M+NH4]+,6,342.11629,167;392;323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DETECTED,702.26562,702.25838,702.271,0.5168,0.503,0.565,0.0293,3.552E3,1.487E5,1.465E2,1.487E5,1,,3,1.5196,1.8766,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,ESTIMATED,702.26682,702.26562,702.26682,0.5162,0.5093,0.5231,0.0138,6.086E0,8.84E2,8.84E2,8.84E2,,,,1.0001,1.0002,0,
325,703.19312,703.1923,703.19757,0.5168,0.503,0.5512,5.409E3,1.972E5,8.538E3,1.972E5,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DETECTED,703.19312,703.1923,703.19757,0.5168,0.503,0.5512,0.0366,5.409E3,1.972E5,8.538E3,1.972E5,1,,13,1.4926,1.8798,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,
327,712.19823,712.19316,712.20011,0.5168,0.503,0.5512,2.778E3,1.092E5,2.853E3,1.092E5,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DETECTED,712.19823,712.19316,712.20011,0.5168,0.503,0.5512,0.0392,2.778E3,1.092E5,2.853E3,1.092E5,1,,13,1.4696,1.8132,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,
329,784.2193,784.21128,784.22114,0.5168,0.503,0.5512,1.065E3,4.181E4,3.974E3,4.181E4,2,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DETECTED,784.2193,784.21128,784.22114,0.5168,0.503,0.5512,0.0316,1.065E3,4.181E4,3.974E3,4.181E4,2,,2,1.5755,1.9827,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,
331,793.22394,793.22202,793.22904,0.5168,0.503,0.5512,1.877E3,8.558E4,2.496E3,8.558E4,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DETECTED,793.22394,793.22202,793.22904,0.5168,0.503,0.5512,0.0229,1.877E3,8.558E4,2.496E3,8.558E4,1,,3,1.4128,1.4838,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,
337,874.25264,874.25174,874.26157,0.5168,0.503,0.5512,5.043E3,2.022E5,7.551E3,2.022E5,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DETECTED,874.25264,874.25174,874.26157,0.5168,0.503,0.5512,0.0328,5.043E3,2.022E5,7.551E3,2.022E5,1,,5,1.4818,1.822,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,
338,883.25721,883.25457,883.25818,0.5168,0.503,0.5443,2.114E3,9.755E4,8.549E3,9.755E4,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DETECTED,883.25721,883.25457,883.25818,0.5168,0.503,0.5443,0.0258,2.114E3,9.755E4,8.549E3,9.755E4,1,,6,1.284,1.4778,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,
340,955.27723,955.26417,955.27994,0.5168,0.503,0.5512,1.501E3,5.721E4,1.606E3,5.721E4,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DETECTED,955.27723,955.26417,955.27994,0.5168,0.503,0.5512,0.0552,1.501E3,5.721E4,1.606E3,5.721E4,1,,5,1.4762,1.845,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,
341,964.285,964.26729,964.29037,0.5168,0.503,0.5443,1.71E3,8.147E4,1.999E3,8.147E4,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,DETECTED,964.285,964.26729,964.29037,0.5168,0.503,0.5443,0.0248,1.71E3,8.147E4,1.999E3,8.147E4,1,,3,1.2308,1.3862,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,
