id,mz,mz_range:min,mz_range:max,rt,rt_range:min,rt_range:max,area,height,intensity_range:min,intensity_range:max,charge,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,molecular_networking:net_cluster_id,molecular_networking:net_community_id,molecular_networking:edges,molecular_networking:net_cluster_size,molecular_networking:net_community_size,ion_identities:iin_id,ion_identities:ion_identities,ion_identities:list_size,ion_identities:neutral_mass,ion_identities:partner_row_ids,ion_identities:iin_relationship,ion_identities:consensus_formulas,ion_identities:simple_formulas,preferred_annotation:compound_name,preferred_annotation:mol_formula,preferred_annotation:adduct,preferred_annotation:score,preferred_annotation:precursor_mz,preferred_annotation:annotation_method,preferred_annotation:n_matching_signals,preferred_annotation:explained_intensity_percent,preferred_annotation:smiles,preferred_annotation:inchi,preferred_annotation:neutral_mass,preferred_annotation:mz_diff,preferred_annotation:mz_diff_ppm,preferred_annotation:rt_absolute_error,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:similarity_score,spectral_db_matches:n_matching_signals,spectral_db_matches:explained_intensity_percent,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:inchi,spectral_db_matches:neutral_mass,spectral_db_matches:precursor_mz,spectral_db_matches:mz_diff,spectral_db_matches:mz_diff_ppm,spectral_db_matches:rt_absolute_error,lipid_annotations:lipid_annotations,lipid_annotations:ion_adduct,lipid_annotations:mol_formula,lipid_annotations:mz_diff_ppm,lipid_annotations:explained_intensity_percent,feature_group,datafile:Crop_P1-A-1_562.d:feature_state,datafile:Crop_P1-A-1_562.d:mz,datafile:Crop_P1-A-1_562.d:mz_range:min,datafile:Crop_P1-A-1_562.d:mz_range:max,datafile:Crop_P1-A-1_562.d:rt,datafile:Crop_P1-A-1_562.d:rt_range:min,datafile:Crop_P1-A-1_562.d:rt_range:max,datafile:Crop_P1-A-1_562.d:fwhm,datafile:Crop_P1-A-1_562.d:area,datafile:Crop_P1-A-1_562.d:height,datafile:Crop_P1-A-1_562.d:intensity_range:min,datafile:Crop_P1-A-1_562.d:intensity_range:max,datafile:Crop_P1-A-1_562.d:charge,datafile:Crop_P1-A-1_562.d:fragment_scans,datafile:Crop_P1-A-1_562.d:isotopes,datafile:Crop_P1-A-1_562.d:tailing_factor,datafile:Crop_P1-A-1_562.d:asymmetry_factor,datafile:Crop_P1-A-1_562.d:msms_info,datafile:Crop_P1-A-1_562.d:rt_ms2_apex_distance,datafile:Hind_P1-A-3_564.d:feature_state,datafile:Hind_P1-A-3_564.d:mz,datafile:Hind_P1-A-3_564.d:mz_range:min,datafile:Hind_P1-A-3_564.d:mz_range:max,datafile:Hind_P1-A-3_564.d:rt,datafile:Hind_P1-A-3_564.d:rt_range:min,datafile:Hind_P1-A-3_564.d:rt_range:max,datafile:Hind_P1-A-3_564.d:fwhm,datafile:Hind_P1-A-3_564.d:area,datafile:Hind_P1-A-3_564.d:height,datafile:Hind_P1-A-3_564.d:intensity_range:min,datafile:Hind_P1-A-3_564.d:intensity_range:max,datafile:Hind_P1-A-3_564.d:charge,datafile:Hind_P1-A-3_564.d:fragment_scans,datafile:Hind_P1-A-3_564.d:isotopes,datafile:Hind_P1-A-3_564.d:tailing_factor,datafile:Hind_P1-A-3_564.d:asymmetry_factor,datafile:Hind_P1-A-3_564.d:msms_info,datafile:Hind_P1-A-3_564.d:rt_ms2_apex_distance,datafile:Mid_P1-A-2_563.d:feature_state,datafile:Mid_P1-A-2_563.d:mz,datafile:Mid_P1-A-2_563.d:mz_range:min,datafile:Mid_P1-A-2_563.d:mz_range:max,datafile:Mid_P1-A-2_563.d:rt,datafile:Mid_P1-A-2_563.d:rt_range:min,datafile:Mid_P1-A-2_563.d:rt_range:max,datafile:Mid_P1-A-2_563.d:fwhm,datafile:Mid_P1-A-2_563.d:area,datafile:Mid_P1-A-2_563.d:height,datafile:Mid_P1-A-2_563.d:intensity_range:min,datafile:Mid_P1-A-2_563.d:intensity_range:max,datafile:Mid_P1-A-2_563.d:charge,datafile:Mid_P1-A-2_563.d:fragment_scans,datafile:Mid_P1-A-2_563.d:isotopes,datafile:Mid_P1-A-2_563.d:tailing_factor,datafile:Mid_P1-A-2_563.d:asymmetry_factor,datafile:Mid_P1-A-2_563.d:msms_info,datafile:Mid_P1-A-2_563.d:rt_ms2_apex_distance
32007,273.94181,273.93599,273.94672,3.7077,3.6847,3.7598,9.589E1,3.104E3,1.669E2,3.104E3,1,0,0.5,3,0,0.746,13.8,0.00378,0.0084,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,DETECTED,273.94383,273.94228,273.94672,3.713,3.6856,3.7405,0.0364,5.187E1,1.48E3,2.922E2,1.48E3,1,,9,1.0002,0.8127,0,,DETECTED,273.94155,273.93823,273.94489,3.7047,3.6909,3.7598,0.0272,8.307E1,2.657E3,1.669E2,2.657E3,1,,24,2.4996,2.8039,0,,DETECTED,273.94005,273.93599,273.94396,3.7054,3.6847,3.7535,0.0365,9.589E1,3.104E3,2.459E2,3.104E3,1,,7,1.5184,1.9732,0,
32021,229.08502,229.08172,229.08762,3.7054,3.6634,3.7329,3.56E2,1.111E4,2.768E2,1.111E4,1,0,0.333,2,0,0.961,1.7,0.00039,0.0076,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,ESTIMATED,229.08462,229.08462,229.08522,3.6993,3.6924,3.7062,0.0137,1.025E1,1.492E3,1.492E3,1.492E3,,,,1.0001,1.0001,0,,DETECTED,229.08541,229.08172,229.08762,3.7047,3.6634,3.7322,0.0813,3.56E2,1.111E4,5.629E2,1.111E4,1,,15,0.8335,0.667,0,,DETECTED,229.08502,229.08263,229.08568,3.7122,3.6916,3.7329,0.0202,1.523E2,6.969E3,2.768E2,6.969E3,1,,63,0.9992,0.9984,0,
32022,413.11965,413.11597,413.12664,3.71,3.6496,3.7604,3.133E3,1.231E5,1.967E2,1.231E5,1,2,0.333,2,0,0.934,1.66,0.00069,0.0062,0,421,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,ESTIMATED,413.11902,413.11902,413.11997,3.713,3.7062,3.7199,0.0137,5.838E0,8.5E2,8.5E2,8.5E2,,,,1.0001,1.0002,0,,DETECTED,413.12031,413.11736,413.12288,3.7115,3.6496,3.7391,0.0232,3.133E3,1.231E5,1.967E2,1.231E5,1,1,4,0.7923,0.6697,1,-0.0091,DETECTED,413.11963,413.11597,413.12664,3.7054,3.6779,3.7604,0.0223,1.639E3,7.205E4,2.624E2,7.205E4,1,1,3,1.1634,1.203,1,-0.0023
32101,329.31558,329.31385,329.31781,3.7084,3.684,3.7391,1.76E3,8.074E4,3.951E2,8.074E4,1,1,0.167,1,1,1,0,0,0,0,6,-1,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,UNKNOWN,,,,,,,,,,,,,,,,,0,,DETECTED,329.31545,329.31385,329.31781,3.7115,3.684,3.7391,0.0216,1.76E3,8.074E4,3.951E2,8.074E4,1,1,3,1.0249,1.0022,1,0.0046,ESTIMATED,329.31571,329.31545,329.31571,3.7054,3.6985,3.7122,0.0138,6.042E0,8.77E2,8.77E2,8.77E2,,,,0.9996,0.9992,0,
32111,932.95017,932.94186,932.95319,3.7191,3.6978,3.7336,3.261E1,1.695E3,1.97E2,1.695E3,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,932.9524,932.94878,932.95319,3.7268,3.713,3.7336,0.0113,7.555E0,9.03E2,1.97E2,9.03E2,,,,0.75,0.4999,0,,DETECTED,932.95013,932.94186,932.95309,3.7115,3.6978,3.7322,0.0192,3.261E1,1.695E3,5.936E2,1.695E3,1,,5,1.2529,1.5057,0,,ESTIMATED,932.94799,932.94799,932.95013,3.7191,3.7122,3.726,0.0138,2.324E0,3.38E2,3.38E2,3.38E2,,,,1.0025,1.005,0,
32125,167.9928,167.98933,167.99711,3.7123,3.6771,4.0225,3.446E4,1.27E6,2.728E2,1.27E6,1,3,1,6,5,0.968,3.81,0.00064,0.0026,0,422,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,DETECTED,167.99291,167.99113,167.99475,3.713,3.6787,4.0225,0.0239,2.526E4,9.511E5,2.728E2,9.511E5,1,1,39,1.0508,1.0576,1,-0.0091,DETECTED,167.99283,167.98933,167.99711,3.7115,3.6771,3.98,0.0258,2.37E4,8.479E5,1.075E3,8.479E5,1,1,21,1.2701,1.4106,1,-0.0023,DETECTED,167.99268,167.99142,167.99492,3.7122,3.6779,3.8979,0.0248,3.446E4,1.27E6,1.049E3,1.27E6,1,1,31,1.1483,1.2653,1,-0.0092
32126,169.98855,169.98772,169.98985,3.7123,3.684,3.7474,2.922E3,1.111E5,8.612E2,1.111E5,1,3,1,6,0,0.978,2.18,0.00037,0.0026,0,423,-1,0,1,0,119,[M+Na]+,2,146.99974,32126;32212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,DETECTED,169.98864,169.98782,169.98985,3.713,3.6856,3.7474,0.0252,2.201E3,8.335E4,8.612E2,8.335E4,1,1,546,0.9991,1.1904,1,0.0183,DETECTED,169.98857,169.98772,169.98917,3.7115,3.684,3.746,0.0241,2.068E3,8.032E4,1.17E3,8.032E4,1,1,528,1.1949,1.4495,1,0.0184,DETECTED,169.98845,169.98825,169.98918,3.7122,3.6847,3.7466,0.0251,2.922E3,1.111E5,1.021E3,1.111E5,1,1,46,1.1701,1.2819,1,0.0115
32127,183.98752,183.98579,183.98989,3.7123,3.6779,3.8154,5.95E3,1.814E5,6.732E2,1.814E5,1,3,1,6,0,0.986,1.38,0.00025,0.0026,0,424,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,DETECTED,183.98752,183.98631,183.98989,3.713,3.6787,3.8093,0.0275,4.978E3,1.524E5,6.732E2,1.524E5,1,1,549,1.5046,1.3582,1,-0.0023,DETECTED,183.98751,183.98658,183.98857,3.7115,3.684,3.7942,0.0264,3.611E3,1.125E5,1.217E3,1.125E5,1,1,23,3.065,1.7098,1,0.0115,DETECTED,183.98753,183.98579,183.98908,3.7122,3.6779,3.8154,0.0281,5.95E3,1.814E5,1.832E3,1.814E5,1,1,50,1.3871,1.4859,1,0.0046
32128,270.94133,270.93694,270.94704,3.7123,3.6641,3.836,1.243E3,3.895E4,9.331E1,3.895E4,1,3,1,6,1,0.866,7.16,0.00194,0.0026,0,16,22,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,DETECTED,270.94149,270.93888,270.94704,3.713,3.6718,3.7955,0.0263,1.087E3,3.6E4,9.331E1,3.6E4,1,1,9,1.0761,1.0485,1,0.0115,DETECTED,270.94131,270.94028,270.94288,3.7115,3.6771,3.7667,0.0269,1.195E3,3.895E4,7.127E2,3.895E4,1,1,7,1.3021,1.3806,1,0.0115,DETECTED,270.94118,270.93694,270.94392,3.7122,3.6641,3.836,0.0296,1.243E3,3.609E4,2.562E2,3.609E4,1,1,7,1.1077,0.9563,1,0.0046
32129,396.90118,396.89572,396.90457,3.7123,3.684,3.7604,3.187E3,1.143E5,2.7E1,1.143E5,1,4,1,6,0,0.928,4.17,0.00166,0.0026,0,16,22,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,DETECTED,396.90167,396.89572,396.90457,3.713,3.6856,3.7474,0.0249,2.341E3,9.093E4,9.185E2,9.093E4,1,1,7,1.0878,1.0516,1,-0.0023,DETECTED,396.9009,396.89835,396.90157,3.7115,3.684,3.746,0.0273,2.381E3,9.011E4,2.7E1,9.011E4,1,1,6,1.1917,1.3954,1,0.0115,DETECTED,396.90097,396.89717,396.90426,3.7122,3.6847,3.7604,0.0274,3.187E3,1.143E5,3.573E2,1.143E5,1,2,6,0.9937,1.2065,2,0.0046
32130,398.89864,398.89364,398.8998,3.7123,3.684,3.7672,2.011E3,7.118E4,2.296E2,7.118E4,1,2,1,6,0,0.93,2.7,0.00108,0.0026,0,16,22,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,DETECTED,398.89916,398.89364,398.8998,3.713,3.6856,3.7474,0.024,1.464E3,5.858E4,8.056E2,5.858E4,1,1,15,1.0844,1.0418,1,0.0115,DETECTED,398.89835,398.89664,398.89967,3.7115,3.684,3.7529,0.027,1.408E3,5.283E4,2.296E2,5.283E4,1,,6,1.1995,1.4211,0,,DETECTED,398.89842,398.89364,398.8992,3.7122,3.6847,3.7672,0.0295,2.011E3,7.118E4,3.553E2,7.118E4,1,1,6,1.1453,1.2511,1,0.0183
32134,313.28486,313.28209,313.2858,3.7077,3.684,3.7598,9.436E3,4.379E5,1.67E2,4.379E5,1,1,0.333,2,2,0.974,0.87,0.00027,0.0007,0,15,23,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,ESTIMATED,313.28572,313.28443,313.28572,3.6993,3.6924,3.7062,0.0137,1.147E0,1.67E2,1.67E2,1.67E2,,,,1.0001,1.0001,0,,DETECTED,313.28457,313.28256,313.28522,3.7115,3.684,3.7598,0.0233,9.436E3,4.379E5,1.144E3,4.379E5,1,1,6,1.0307,1.0486,1,-0.0023,DETECTED,313.28429,313.28209,313.2858,3.7122,3.6916,3.7329,0.0233,1.786E2,8.328E3,1.425E3,8.328E3,1,,9,0.9992,0.7117,0,
32137,339.29946,339.2974,339.30588,3.7119,3.684,3.7735,3.818E2,1.202E4,6.258E2,1.202E4,1,0,0.333,2,1,0.922,2.43,0.00082,0.0007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,UNKNOWN,,,,,,,,,,,,,,,,,0,,DETECTED,339.29987,339.2974,339.30588,3.7115,3.684,3.7735,0.0592,3.818E2,1.202E4,7.376E2,1.202E4,1,,2,1.9735,1.0773,0,,DETECTED,339.29905,339.2975,339.30099,3.7122,3.6916,3.7397,0.0225,6.595E1,2.74E3,6.258E2,2.74E3,,,,1.1661,1.3322,0,
32139,259.91819,259.91297,259.92355,3.7146,3.6847,3.768,2.338E2,6.976E3,3.442E2,6.976E3,1,0,0.5,3,1,0.896,4.93,0.00128,0.0026,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,DETECTED,259.91916,259.91494,259.92355,3.713,3.6856,3.768,0.0296,2.046E2,6.131E3,3.442E2,6.131E3,1,,255,2.2227,1.4921,0,,ESTIMATED,259.91754,259.91728,259.91833,3.7184,3.7047,3.7391,0.0493,9.535E1,4.388E3,1.448E3,4.388E3,,,,1.2495,1.4989,0,,DETECTED,259.91788,259.91297,259.92183,3.7122,3.6847,3.7672,0.0287,2.338E2,6.976E3,3.783E2,6.976E3,1,,190,1.496,1.7172,0,
32140,530.19774,530.18924,530.20179,3.7119,3.6702,3.7329,1.255E2,4.655E3,2.343E1,4.655E3,1,0,0.333,2,0,0.865,2.87,0.00152,0.0007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,UNKNOWN,,,,,,,,,,,,,,,,,0,,DETECTED,530.1985,530.18924,530.20179,3.7115,3.6702,3.7322,0.0271,1.255E2,4.655E3,2.343E1,4.655E3,1,,2,0.8263,0.7315,0,,DETECTED,530.19698,530.19052,530.19817,3.7122,3.6916,3.7329,0.021,3.8E1,1.866E3,2.777E1,1.866E3,1,,6,0.8233,0.6187,0,
32148,267.91695,267.91203,267.92184,3.7123,3.6641,3.7804,3.411E2,1.158E4,1.602E2,1.158E4,1,0,0.833,5,0,0.94,3.88,0.00104,0.0017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,DETECTED,267.91721,267.91296,267.92184,3.713,3.6718,3.7611,0.0247,2.346E2,8.001E3,2.919E2,8.001E3,1,,286,1.1022,1.4027,0,,DETECTED,267.91665,267.91283,267.92097,3.7115,3.684,3.7804,0.0247,2.342E2,8.497E3,1.98E2,8.497E3,1,,127,1.1904,2.6716,0,,DETECTED,267.91699,267.91203,267.91797,3.7122,3.6641,3.7466,0.0273,3.411E2,1.158E4,1.602E2,1.158E4,1,,82,1.0318,1.3035,0,
32155,185.98329,185.98153,185.98424,3.7123,3.6847,3.7466,5.504E2,1.727E4,1.836E3,1.727E4,1,0,0.5,3,0,0.982,1.34,0.00025,0.0015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,DETECTED,185.98318,185.98153,185.98383,3.713,3.6924,3.7405,0.0291,3.666E2,1.22E4,2.406E3,1.22E4,1,,570,1.1667,1.3335,0,,DETECTED,185.98325,185.98239,185.98424,3.7115,3.6909,3.7322,0.0245,2.626E2,1.064E4,1.836E3,1.064E4,1,,547,1.0006,1.0012,0,,DETECTED,185.98343,185.98264,185.98424,3.7122,3.6847,3.7466,0.0302,5.504E2,1.727E4,2.41E3,1.727E4,1,,50,1.1244,1.3107,0,
32166,1170.80405,1170.79381,1170.82534,3.7467,3.6512,3.8024,1.565E2,2.185E3,2.156E2,2.185E3,1,0,0.333,2,0,0.788,3.78,0.00443,0.1117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DETECTED,1170.80462,1170.79381,1170.82534,3.768,3.6512,3.8024,0.06,1.565E2,2.185E3,2.156E2,2.185E3,1,,2,0.5617,0.1211,0,,ESTIMATED,1170.80348,1170.8024,1170.80348,3.7253,3.7184,3.7322,0.0138,1.212E1,1.76E3,1.76E3,1.76E3,,,,1,1.0001,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,
32168,508.26703,508.25984,508.27259,3.7123,3.6771,3.781,9.322E2,2.151E4,1.419E2,2.151E4,1,6,0.5,3,1,0.957,1.26,0.00064,0.0015,0,425,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,DETECTED,508.26699,508.25984,508.27105,3.713,3.6924,3.768,0.0224,3.627E2,1.352E4,1.419E2,1.352E4,1,1,3,1.8345,1.3508,1,0.0115,DETECTED,508.26673,508.26213,508.27259,3.7115,3.6771,3.7735,0.045,6.056E2,1.215E4,7.336E2,1.215E4,1,3,5,1.4005,1.8851,3,0.0184,DETECTED,508.26738,508.26575,508.2691,3.7122,3.6779,3.781,0.0246,9.322E2,2.151E4,1.107E3,2.151E4,1,2,3,1.4997,1.994,2,0.0046
32202,109.00986,109.00851,109.01252,3.7123,3.6916,3.7405,1.806E2,7.516E3,3.818E2,7.516E3,1,0,0.333,2,0,0.973,2.61,0.00028,0.0008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,DETECTED,109.01007,109.00905,109.01252,3.713,3.6924,3.7405,0.026,1.57E2,5.794E3,4.219E2,5.794E3,1,,5,1.1667,1.3335,0,,ESTIMATED,109.00975,109.00942,109.01063,3.7115,3.7047,3.7391,0.0148,8.24E1,4.86E3,1.542E3,4.86E3,,,,2.5056,4.0112,0,,DETECTED,109.00978,109.00851,109.01134,3.7122,3.6916,3.7329,0.0245,1.806E2,7.516E3,3.818E2,7.516E3,1,,8,0.9992,0.9984,0,
32207,915.22786,915.21717,915.23481,3.7329,3.6924,3.7749,1.705E2,3.915E3,4.691E2,3.915E3,1,0,0.333,2,0,0.933,1.06,0.00097,0.0555,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DETECTED,915.22651,915.21717,915.23481,3.7405,3.6924,3.7749,0.0628,1.705E2,2.983E3,4.691E2,2.983E3,1,,2,0.8575,0.715,0,,ESTIMATED,915.22885,915.22603,915.22929,3.7047,3.6978,3.7184,0.0492,5.166E1,3.915E3,3.597E3,3.915E3,,,,1.5043,2.0085,0,,ESTIMATED,915.22821,915.22603,915.22861,3.7535,3.7397,3.7604,0.0118,2.335E1,2.612E3,7.83E2,2.612E3,,,,0.751,0.5021,0,
32209,262.93855,262.93461,262.94382,3.7123,3.6787,3.8085,2.369E3,8.847E4,3.774E2,8.847E4,1,1,1,6,0,0.96,2.93,0.00077,0.006,0,426,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,DETECTED,262.93853,262.93597,262.94116,3.713,3.6787,3.7611,0.0238,1.703E3,6.593E4,3.774E2,6.593E4,1,,10,1.0366,1.0029,1,,DETECTED,262.93853,262.93617,262.94382,3.7115,3.684,3.808,0.0256,1.572E3,5.825E4,7.195E2,5.825E4,1,1,22,1.1794,1.3663,1,0.0184,DETECTED,262.93858,262.93461,262.94259,3.7122,3.6847,3.8085,0.0247,2.369E3,8.847E4,4.727E2,8.847E4,1,,16,1.1584,1.2732,0,
32210,266.93418,266.92843,266.93783,3.7123,3.6649,3.7741,4.734E2,1.696E4,1.546E1,1.696E4,1,0,1,6,0,0.94,4.72,0.00126,0.0078,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,DETECTED,266.93417,266.92939,266.93743,3.713,3.6649,3.7611,0.0239,3.267E2,1.275E4,1.546E1,1.275E4,1,,10,0.9914,0.9782,0,,DETECTED,266.93356,266.92843,266.93482,3.7115,3.6771,3.7667,0.0238,2.902E2,1.161E4,1.473E2,1.161E4,1,,22,1.1831,1.3153,0,,DETECTED,266.93482,266.92962,266.93783,3.7122,3.6847,3.7741,0.0247,4.734E2,1.696E4,2.505E2,1.696E4,1,,16,1.4563,1.3811,0,
32211,264.93839,264.93389,264.94199,3.7146,3.684,3.7741,1.048E3,4.044E4,1.82E1,4.044E4,1,0,1,6,0,0.948,4.33,0.00115,0.008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,DETECTED,264.93828,264.93743,264.94068,3.713,3.6856,3.7405,0.0242,6.959E2,2.773E4,2.9E1,2.773E4,1,,10,1.0002,1.0185,0,,DETECTED,264.93845,264.93389,264.93953,3.7184,3.684,3.7529,0.0268,7.142E2,2.624E4,1.82E1,2.624E4,1,,16,0.8741,0.7416,0,,DETECTED,264.93843,264.93608,264.94199,3.7122,3.6847,3.7741,0.0231,1.048E3,4.044E4,1.523E2,4.044E4,1,,16,1.5373,1.2941,0,
32212,332.96345,332.96062,332.9717,3.7146,3.684,3.7735,7.828E2,2.744E4,1.44E1,2.744E4,1,0,1,6,0,0.93,3.75,0.00125,0.008,0,,,,,,119,[2M+K]+,2,146.99974,32126;32212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,DETECTED,332.96318,332.96187,332.96622,3.713,3.6856,3.7543,0.0253,6.062E2,2.297E4,1.44E1,2.297E4,1,,3,1.1616,1.2396,0,,DETECTED,332.96364,332.96256,332.9717,3.7184,3.684,3.7735,0.0283,6.021E2,2.081E4,1.737E2,2.081E4,1,,4,1.8881,0.7488,0,,DETECTED,332.96354,332.96062,332.96459,3.7122,3.6847,3.7535,0.0262,7.828E2,2.744E4,5.369E2,2.744E4,1,,3,1.3182,1.3936,0,
32214,168.10339,168.10172,168.10687,3.7146,3.6924,3.7336,1.65E2,7.308E3,6.731E2,7.308E3,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,DETECTED,168.10359,168.10172,168.10687,3.713,3.6924,3.7336,0.025,1.26E2,5.021E3,6.731E2,5.021E3,1,,650,1.0001,1.0001,0,,ESTIMATED,168.10329,168.103,168.10386,3.7184,3.6978,3.7322,0.0208,9.908E1,4.859E3,2.091E3,4.859E3,,,,0.8335,0.6671,0,,ESTIMATED,168.10327,168.10311,168.10382,3.7122,3.6985,3.7329,0.0305,1.65E2,7.308E3,4.002E3,7.308E3,,,,1.248,1.496,0,
32218,257.92025,257.91514,257.92528,3.7146,3.6771,3.7942,4.848E2,1.478E4,2.224E2,1.478E4,1,0,0.833,5,0,0.973,1.85,0.00048,0.008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,DETECTED,257.92033,257.91528,257.92528,3.713,3.6787,3.7543,0.0333,4.027E2,1.155E4,2.224E2,1.155E4,1,,255,1.037,1.2022,0,,DETECTED,257.92025,257.91545,257.92441,3.7184,3.6771,3.7942,0.0285,3.898E2,1E4,6.257E2,1E4,1,,126,1.0632,1.2428,0,,DETECTED,257.92017,257.91514,257.92392,3.7122,3.6779,3.7604,0.0294,4.848E2,1.478E4,3.294E2,1.478E4,1,,190,1.3304,1.8652,0,
32251,135.01318,135.00857,135.01772,3.7146,3.6641,3.7749,3.925E2,1.544E4,6.28E1,1.544E4,1,0,1,6,0,0.936,8.39,0.00113,0.008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,DETECTED,135.01346,135.00961,135.01419,3.713,3.6718,3.7749,0.0231,3.338E2,1.246E4,1.407E2,1.246E4,1,,5,1.1186,1.2903,0,,DETECTED,135.01302,135.00857,135.01772,3.7184,3.6702,3.7735,0.0233,3.016E2,1.109E4,1.697E2,1.109E4,1,,11,1.1214,1.0814,0,,DETECTED,135.01306,135.01029,135.0143,3.7122,3.6641,3.7466,0.0251,3.925E2,1.544E4,6.28E1,1.544E4,1,,5,1.1893,1.4249,0,
32254,440.87653,440.87027,440.88107,3.7169,3.6771,3.8011,4.246E2,1.013E4,7.994E1,1.013E4,1,0,1,6,0,0.956,1.75,0.00077,0.0143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,DETECTED,440.87645,440.87081,440.88107,3.7199,3.6787,3.768,0.0423,3.913E2,9.677E3,7.994E1,9.677E3,1,,5,0.8414,0.7261,0,,DETECTED,440.8767,440.87027,440.87982,3.7184,3.6771,3.8011,0.0412,3.871E2,8.852E3,3.532E2,8.852E3,1,,5,1.3199,1.0989,0,,DETECTED,440.87643,440.8731,440.87913,3.7122,3.6779,3.7672,0.0414,4.246E2,1.013E4,2.221E2,1.013E4,1,,5,1.109,1.2301,0,
32267,1189.20572,1189.19511,1189.21885,3.749,3.7199,3.836,2.087E2,4.446E3,1.797E2,4.446E3,1,0,0.333,2,2,0.953,0.11,0.00013,0.1324,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,ESTIMATED,1189.20275,1189.19954,1189.20476,3.7268,3.7199,3.7405,0.0128,4.327E1,4.446E3,1.854E3,4.446E3,,,,1.4999,1.9999,0,,ESTIMATED,1189.2097,1189.20476,1189.2097,3.7391,3.7322,3.746,0.0138,2.068E1,3E3,3E3,3E3,,,,1.0012,1.0024,0,,DETECTED,1189.2047,1189.19511,1189.21885,3.781,3.7329,3.836,0.0838,2.087E2,3.636E3,1.797E2,3.636E3,1,,4,1.0717,1.1434,0,
