id,mz,mz_range:min,mz_range:max,rt,rt_range:min,rt_range:max,area,height,intensity_range:min,intensity_range:max,charge,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,molecular_networking:net_cluster_id,molecular_networking:net_community_id,molecular_networking:edges,molecular_networking:net_cluster_size,molecular_networking:net_community_size,ion_identities:iin_id,ion_identities:ion_identities,ion_identities:list_size,ion_identities:neutral_mass,ion_identities:partner_row_ids,ion_identities:iin_relationship,ion_identities:consensus_formulas,ion_identities:simple_formulas,preferred_annotation:compound_name,preferred_annotation:mol_formula,preferred_annotation:adduct,preferred_annotation:score,preferred_annotation:precursor_mz,preferred_annotation:annotation_method,preferred_annotation:n_matching_signals,preferred_annotation:explained_intensity_percent,preferred_annotation:smiles,preferred_annotation:inchi,preferred_annotation:mz_diff,preferred_annotation:mz_diff_ppm,preferred_annotation:neutral_mass,preferred_annotation:rt_absolute_error,preferred_annotation:comment,preferred_annotation:classyfire_class,preferred_annotation:ccs,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:similarity_score,spectral_db_matches:n_matching_signals,spectral_db_matches:explained_intensity_percent,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:inchi,spectral_db_matches:classyfire_class,spectral_db_matches:neutral_mass,spectral_db_matches:precursor_mz,spectral_db_matches:mz_diff,spectral_db_matches:mz_diff_ppm,spectral_db_matches:rt_absolute_error,spectral_db_matches:ccs,spectral_db_matches:comment,lipid_annotations:lipid_annotations,lipid_annotations:ion_adduct,lipid_annotations:mol_formula,lipid_annotations:mz_diff_ppm,lipid_annotations:explained_intensity_percent,feature_group,datafile:Crop_P1-E-1_1_14971.d:feature_state,datafile:Crop_P1-E-1_1_14971.d:mz,datafile:Crop_P1-E-1_1_14971.d:mz_range:min,datafile:Crop_P1-E-1_1_14971.d:mz_range:max,datafile:Crop_P1-E-1_1_14971.d:rt,datafile:Crop_P1-E-1_1_14971.d:rt_range:min,datafile:Crop_P1-E-1_1_14971.d:rt_range:max,datafile:Crop_P1-E-1_1_14971.d:fwhm,datafile:Crop_P1-E-1_1_14971.d:area,datafile:Crop_P1-E-1_1_14971.d:height,datafile:Crop_P1-E-1_1_14971.d:intensity_range:min,datafile:Crop_P1-E-1_1_14971.d:intensity_range:max,datafile:Crop_P1-E-1_1_14971.d:charge,datafile:Crop_P1-E-1_1_14971.d:fragment_scans,datafile:Crop_P1-E-1_1_14971.d:isotopes,datafile:Crop_P1-E-1_1_14971.d:tailing_factor,datafile:Crop_P1-E-1_1_14971.d:asymmetry_factor,datafile:Crop_P1-E-1_1_14971.d:msms_info,datafile:Crop_P1-E-1_1_14971.d:rt_ms2_apex_distance,datafile:Hind_P1-E-3_1_14973.d:feature_state,datafile:Hind_P1-E-3_1_14973.d:mz,datafile:Hind_P1-E-3_1_14973.d:mz_range:min,datafile:Hind_P1-E-3_1_14973.d:mz_range:max,datafile:Hind_P1-E-3_1_14973.d:rt,datafile:Hind_P1-E-3_1_14973.d:rt_range:min,datafile:Hind_P1-E-3_1_14973.d:rt_range:max,datafile:Hind_P1-E-3_1_14973.d:fwhm,datafile:Hind_P1-E-3_1_14973.d:area,datafile:Hind_P1-E-3_1_14973.d:height,datafile:Hind_P1-E-3_1_14973.d:intensity_range:min,datafile:Hind_P1-E-3_1_14973.d:intensity_range:max,datafile:Hind_P1-E-3_1_14973.d:charge,datafile:Hind_P1-E-3_1_14973.d:fragment_scans,datafile:Hind_P1-E-3_1_14973.d:isotopes,datafile:Hind_P1-E-3_1_14973.d:tailing_factor,datafile:Hind_P1-E-3_1_14973.d:asymmetry_factor,datafile:Hind_P1-E-3_1_14973.d:msms_info,datafile:Hind_P1-E-3_1_14973.d:rt_ms2_apex_distance,datafile:Mid_P1-E-2_1_14972.d:feature_state,datafile:Mid_P1-E-2_1_14972.d:mz,datafile:Mid_P1-E-2_1_14972.d:mz_range:min,datafile:Mid_P1-E-2_1_14972.d:mz_range:max,datafile:Mid_P1-E-2_1_14972.d:rt,datafile:Mid_P1-E-2_1_14972.d:rt_range:min,datafile:Mid_P1-E-2_1_14972.d:rt_range:max,datafile:Mid_P1-E-2_1_14972.d:fwhm,datafile:Mid_P1-E-2_1_14972.d:area,datafile:Mid_P1-E-2_1_14972.d:height,datafile:Mid_P1-E-2_1_14972.d:intensity_range:min,datafile:Mid_P1-E-2_1_14972.d:intensity_range:max,datafile:Mid_P1-E-2_1_14972.d:charge,datafile:Mid_P1-E-2_1_14972.d:fragment_scans,datafile:Mid_P1-E-2_1_14972.d:isotopes,datafile:Mid_P1-E-2_1_14972.d:tailing_factor,datafile:Mid_P1-E-2_1_14972.d:asymmetry_factor,datafile:Mid_P1-E-2_1_14972.d:msms_info,datafile:Mid_P1-E-2_1_14972.d:rt_ms2_apex_distance
12188,751.5048,751.48948,751.52599,3.901,3.822,4.0727,5.116E2,1.023E4,1.879E2,1.023E4,1,8,1,3,0,0.939,16.03,0.01205,0.0042,0,1,39,1,542,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,DETECTED,751.51234,751.49782,751.52599,3.9031,3.822,4.0727,0.0372,5.116E2,1.023E4,1.879E2,1.023E4,1,2,12,1.2731,0.9912,2,-0.0128,DETECTED,751.50029,751.4903,751.5148,3.9008,3.8467,4.0402,0.0422,4.989E2,9.064E3,3.711E2,9.064E3,1,2,40,1.7597,1.1019,2,-0.0071,DETECTED,751.50175,751.48948,751.50586,3.8989,3.8452,3.9456,0.0336,2.388E2,5.819E3,5.547E2,5.819E3,1,4,28,0.8807,0.6573,4,-0.0072
12193,661.42436,661.41684,661.43211,3.8889,3.8467,4.0031,6.431E2,1.033E4,2.77E2,1.033E4,1,2,0.2,1,1,1,0,0,0,0,693,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,ESTIMATED,661.42821,661.42121,661.43117,3.8759,3.8669,3.9031,0.0245,1.341E1,6.9E2,2.77E2,6.9E2,,,,2.0025,3.005,0,,DETECTED,661.42121,661.41684,661.43211,3.9008,3.8467,4.0031,0.0595,6.431E2,1.033E4,3.198E2,1.033E4,1,2,56,1.3464,1.5188,2,-0.011,ESTIMATED,661.42364,661.42121,661.42496,3.89,3.872,3.9082,0.1162,4.031E1,1.483E3,5.64E2,1.483E3,,,,1.0095,1.019,0,
12196,691.18668,691.17189,691.19614,3.9195,3.8669,4.2097,4.133E2,3.416E3,1.281E2,3.416E3,1,3,0.8,4,6,0.81,5.49,0.0038,0.0506,0,694,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,ESTIMATED,691.19269,691.18438,691.19614,3.9123,3.8669,3.931,0.0394,9.61E1,2.726E3,6.78E2,2.726E3,,,,0.7046,0.4092,0,,DETECTED,691.184,691.17765,691.19018,3.9285,3.8826,4.0585,0.1449,2.661E2,2.301E3,6.554E2,2.301E3,1,1,9,1.9149,2.8299,1,0.0117,DETECTED,691.18335,691.17189,691.19388,3.9176,3.872,4.2097,0.0599,4.133E2,3.416E3,1.281E2,3.416E3,1,2,29,3.345,8.052,5,-0.0129
12198,555.21097,555.19886,555.21916,3.8225,3.2811,3.931,8.493E2,9.745E3,1.483E2,9.745E3,1,7,0.6,3,6,0.801,2.61,0.00145,0.3332,0,1,22,9,542,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,ESTIMATED,555.21698,555.21565,555.21916,3.8849,3.8579,3.931,0.0432,4.423E2,9.745E3,4.62E2,9.745E3,,,,1.3519,1.7038,0,,DETECTED,555.20794,555.20155,555.21668,3.792,3.396,3.8287,0.1635,6.415E2,8.613E3,2.86E2,8.613E3,1,3,12,0.5354,0.0996,3,-0.0145,DETECTED,555.208,555.19886,555.21894,3.7905,3.2811,3.8182,0.0283,8.493E2,9.36E3,1.483E2,9.36E3,1,4,12,0.5277,0.0964,6,-0.067
12202,477.1964,477.19241,477.20748,3.9133,3.8579,4.1285,3.065E2,2.461E3,2.606E2,2.461E3,1,0,0.2,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DETECTED,477.20122,477.1939,477.20748,3.9031,3.8579,4.1285,0.0968,3.065E2,2.461E3,2.606E2,2.461E3,1,,6,2.9915,4.7894,1,,ESTIMATED,477.19469,477.19241,477.20122,3.9285,3.9188,3.9473,0.0425,3.07E1,1.494E3,9.45E2,1.494E3,,,,1.4679,1.9359,0,,ESTIMATED,477.1933,477.19268,477.20122,3.9082,3.89,3.9176,0.0397,2.932E1,1.719E3,1.456E3,1.719E3,,,,0.7556,0.5112,0,
12203,491.24744,491.24076,491.25635,3.9043,3.8541,3.9784,1.033E2,2.268E3,1.717E2,2.268E3,1,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DETECTED,491.25034,491.24693,491.25635,3.9031,3.8759,3.9784,0.0546,1.033E2,2.05E3,1.717E2,2.05E3,1,,7,1.7521,2.3866,0,,ESTIMATED,491.24116,491.24076,491.25034,3.9378,3.9188,3.9473,0.0169,2.323E1,1.579E3,5.84E2,1.579E3,,,,0.7491,0.4983,0,,ESTIMATED,491.25082,491.24528,491.25505,3.872,3.8541,3.89,0.0284,4.644E1,2.268E3,2.38E2,2.268E3,,,,1.0005,0.5004,0,
12205,623.20019,623.18413,623.21816,3.9412,3.8541,4.2366,6.677E2,4.855E3,2.679E2,4.855E3,1,3,1,3,4,0.811,15.85,0.00988,0.1091,0,695,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,DETECTED,623.20568,623.20189,623.21631,3.9031,3.8669,4.1285,0.2055,6.284E2,4.652E3,3.937E2,4.652E3,1,1,23,3.6095,6.1595,6,-0.0036,DETECTED,623.19909,623.19557,623.21816,4.0122,3.9848,4.0402,0.0355,7.226E1,2.198E3,8.245E2,2.198E3,1,,7,1.0111,1.0222,1,,DETECTED,623.1958,623.18413,623.20345,3.9082,3.8541,4.2366,0.0888,6.677E2,4.855E3,2.679E2,4.855E3,1,2,10,3.4564,4.7198,4,-0.0018
12212,819.4926,819.48471,819.51566,3.9041,3.8579,3.9784,2.889E2,5.995E3,1.67E2,5.995E3,1,1,0.2,1,0,1,0,0,0,0,1,65,2,542,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,DETECTED,819.50072,819.48783,819.50804,3.9031,3.8579,3.9784,0.0418,2.889E2,5.995E3,3.047E2,5.995E3,1,1,20,1.2302,1.3692,1,0.0022,ESTIMATED,819.48899,819.48471,819.50089,3.9008,3.8647,3.9098,0.0183,9.203E1,4.374E3,7.34E2,4.374E3,,,,0.6241,0.2892,0,,ESTIMATED,819.4881,819.48686,819.51566,3.9082,3.89,3.9176,0.0505,5.55E1,3.142E3,1.67E2,3.142E3,,,,0.7556,0.5112,0,
12213,879.46032,879.44796,879.48133,3.901,3.8579,3.9784,5.672E1,1.057E3,9.874E1,1.057E3,1,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,DETECTED,879.46047,879.44941,879.48133,3.9031,3.8579,3.9784,0.0456,5.672E1,1.057E3,9.874E1,1.057E3,1,,2,1.4353,1.9521,0,,ESTIMATED,879.46235,879.45606,879.47739,3.9098,3.8826,3.9188,0.0178,6.718E0,4.27E2,1.06E2,4.27E2,,,,0.6658,0.3315,0,,ESTIMATED,879.45813,879.44796,879.47546,3.89,3.872,3.9176,0.0138,1.083E1,6.05E2,1.71E2,6.05E2,,,,1.2699,1.5398,0,
12215,947.79941,947.7909,947.81743,3.8889,3.8557,3.9499,8.782E1,2.222E3,1.586E2,2.222E3,1,1,0.2,1,0,1,0,0,0,0,696,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,DETECTED,947.80977,947.8027,947.81743,3.9031,3.8669,3.9499,0.0355,8.782E1,2.222E3,1.586E2,2.222E3,1,1,2,1.0304,1.2331,1,-0.0036,ESTIMATED,947.79471,947.79136,947.80977,3.8647,3.8557,3.8916,0.0703,4.533E1,2.039E3,1.464E3,2.039E3,,,,2.0027,3.0054,0,,ESTIMATED,947.79376,947.7909,947.80977,3.8989,3.8809,3.9176,0.033,1.389E1,7.11E2,2.25E2,7.11E2,,,,1.0177,1.0354,0,
12218,487.22371,487.21398,487.22961,3.904,3.8362,4.2815,1.38E3,1.415E4,3.8E2,1.415E4,1,13,0.4,2,6,0.919,1.69,0.00082,0.0109,0,1,8,5,542,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,ESTIMATED,487.22936,487.22088,487.22961,3.9031,3.8939,3.9216,0.0196,2.031E2,1.415E4,7.855E3,1.415E4,,,,1.5032,2.0063,0,,DETECTED,487.22047,487.21472,487.22337,3.9098,3.8467,4.1867,0.0928,1.35E3,9.885E3,1.084E3,9.885E3,1,8,13,2.6952,4.5137,10,-0.0054,DETECTED,487.22129,487.21398,487.228,3.8989,3.8362,4.2815,0.0523,1.38E3,1.289E4,3.8E2,1.289E4,1,5,8,2.4644,5.1274,10,0.0133
12219,593.43529,593.4255,593.44325,3.892,3.8377,4.0676,1.525E3,2.219E4,1.03E2,2.219E4,1,5,0.4,2,2,0.94,1.23,0.00073,0.0074,0,1,40,3,542,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,ESTIMATED,593.43717,593.43435,593.4379,3.8669,3.8579,3.8849,0.0141,8.967E0,8.91E2,1.03E2,8.91E2,,,,1.5036,1.0245,0,,DETECTED,593.43398,593.4255,593.44266,3.9008,3.8377,4.0676,0.0624,1.525E3,2.219E4,2.983E2,2.219E4,1,4,40,1.173,1.2614,4,-0.0218,DETECTED,593.43471,593.43069,593.44325,3.9082,3.8631,3.9924,0.0733,1.21E2,1.861E3,1.423E2,1.861E3,1,1,3,1.358,1.6123,1,0.0136
12223,377.26655,377.25906,377.27141,3.907,3.8631,4.0309,1.968E3,3.765E4,2.554E3,3.765E4,1,4,0.4,2,0,0.86,3.96,0.00149,0.0016,0,697,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,ESTIMATED,377.27006,377.26826,377.27141,3.9031,3.8669,3.9499,0.0546,1.968E3,3.765E4,2.745E3,3.765E4,,,,1.1456,1.55,0,,DETECTED,377.26405,377.25906,377.27013,3.9098,3.8647,4.0309,0.0608,1.746E3,2.549E4,2.554E3,2.549E4,1,2,6,1.8409,1.5571,8,-0.0236,DETECTED,377.26554,377.26346,377.26911,3.9082,3.8631,3.9645,0.0559,8.278E2,1.461E4,3.263E3,1.461E4,1,2,11,1.1229,1.2458,6,-0.0165
12224,445.25262,445.24414,445.26424,3.9101,3.8541,4.0915,1.276E3,2.315E4,2.433E2,2.315E4,1,11,1,3,1,0.948,18.32,0.00816,0.0041,0,698,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,DETECTED,445.25778,445.25169,445.26424,3.9123,3.8669,4.0915,0.0489,1.276E3,2.315E4,4.34E2,2.315E4,1,6,7,1.4882,1.7649,8,-0.022,DETECTED,445.24962,445.24677,445.25388,3.9098,3.8736,4.0402,0.0539,6.84E2,1.249E4,4.003E2,1.249E4,1,2,6,2.0531,1.5011,2,-0.0144,DETECTED,445.25045,445.24414,445.25772,3.9082,3.8541,4.0289,0.0432,4.146E2,7.281E3,2.433E2,7.281E3,1,3,4,1.4919,1.721,3,-0.0147
12228,585.40471,585.39731,585.41339,3.901,3.8669,3.9551,7.798E1,2.155E3,1.53E2,2.155E3,1,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,ESTIMATED,585.40299,585.39731,585.40873,3.8849,3.8669,3.8939,0.4461,8.712E0,4.86E2,4.81E2,4.86E2,,,,0.7493,0.4986,0,,DETECTED,585.40557,585.39801,585.40954,3.9098,3.8736,3.9378,0.0402,7.798E1,2.155E3,5.481E2,2.155E3,1,,23,0.887,0.7739,0,,ESTIMATED,585.40558,585.39824,585.41339,3.9082,3.8809,3.9551,0.0646,1.763E1,4.34E2,1.53E2,4.34E2,,,,1.3577,1.7153,0,
12246,580.43355,580.42667,580.44359,3.9196,3.831,4.1375,3.838E2,8.925E3,1.781E2,8.925E3,1,3,0.2,1,0,1,0,0,0,0,699,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DETECTED,580.43851,580.42667,580.44359,3.9123,3.831,4.1375,0.1116,3.838E2,3.45E3,1.781E2,3.45E3,1,3,3,1.7213,1.5399,3,-0.0202,ESTIMATED,580.42959,580.42783,580.43851,3.9008,3.8647,3.9098,0.0363,2.472E2,8.925E3,2.833E3,8.925E3,,,,0.6241,0.2483,0,,ESTIMATED,580.43255,580.42962,580.44257,3.9456,3.9364,3.9551,0.0186,6.175E0,4.21E2,1.89E2,4.21E2,,,,1.0113,1.0226,0,
12254,417.22149,417.21559,417.22769,3.9693,3.872,4.1039,3.425E2,2.336E3,5.745E2,2.336E3,1,0,0.8,4,7,0.841,4.66,0.00194,0.274,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,417.22522,417.22004,417.22769,3.9406,3.8849,3.9499,0.049,6.628E1,1.593E3,8.75E2,1.593E3,,,,0.5833,0.1666,0,,DETECTED,417.2192,417.21559,417.22436,4.0122,3.8826,4.1039,0.1648,3.425E2,2.336E3,6.764E2,2.336E3,1,,3,0.8535,0.707,1,,DETECTED,417.22004,417.21772,417.22642,3.9551,3.872,4.0469,0.1397,1.9E2,1.641E3,5.745E2,1.641E3,1,,11,1.053,1.1061,0,
12255,518.35578,518.35027,518.3626,3.9092,3.8826,3.9645,3.792E1,1.049E3,2.291E2,1.049E3,1,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,UNKNOWN,,,,,,,,,,,,,,,,,0,,ESTIMATED,518.35628,518.35027,518.3626,3.9008,3.8826,3.9285,0.0621,2.987E1,8.18E2,3.36E2,8.18E2,,,,1.2594,1.5188,0,,DETECTED,518.35527,518.35271,518.35818,3.9176,3.89,3.9645,0.0398,3.792E1,1.049E3,2.291E2,1.049E3,1,,5,1.3495,1.699,0,
12257,513.23966,513.2284,513.24823,3.9225,3.8557,4.0309,4.561E2,1.441E4,1.743E2,1.441E4,1,3,0.4,2,0,0.919,1.71,0.00088,0.0013,0,1,61,1,542,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,ESTIMATED,513.24519,513.23689,513.24648,3.931,3.9216,3.9596,0.0307,3.154E2,1.441E4,3.425E3,1.441E4,,,,2.0228,3.0456,0,,DETECTED,513.23733,513.23012,513.24823,3.9188,3.8557,4.0309,0.0437,4.561E2,8.979E3,1.743E2,8.979E3,1,2,18,1.154,1.1578,2,-0.0216,DETECTED,513.23645,513.2284,513.24517,3.9176,3.8631,4.0109,0.0431,2.513E2,4.647E3,4.966E2,4.647E3,1,1,6,1.3562,1.3656,1,-0.0111
12262,651.51428,651.50937,651.51759,3.9164,3.8826,3.9456,4.337E1,1.453E3,1.24E2,1.453E3,1,0,0.2,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,651.51318,651.51049,651.51602,3.9031,3.8939,3.9216,1.0722,4.236E0,2.3E2,2.29E2,2.3E2,,,,1.5032,2.0063,0,,DETECTED,651.51602,651.51237,651.51759,3.9188,3.8826,3.9378,0.0353,4.337E1,1.453E3,4.188E2,1.453E3,1,,6,0.7622,0.5243,0,,ESTIMATED,651.51366,651.50937,651.51694,3.9271,3.9176,3.9456,0.0294,2.675E0,1.62E2,1.24E2,1.62E2,,,,1.4695,1.9391,0,
12265,494.36137,494.35517,494.37028,3.9165,3.8579,4.0727,1.748E2,1.215E3,3.55E2,1.215E3,1,0,0.2,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,DETECTED,494.36482,494.35743,494.37028,3.9216,3.8579,4.0727,0.1081,1.748E2,1.215E3,3.886E2,1.215E3,1,,10,1.6862,2.3724,0,,ESTIMATED,494.3588,494.358,494.36482,3.9378,3.9098,3.9473,0.0351,2.966E1,1.098E3,4.84E2,1.098E3,,,,0.6689,0.3378,0,,ESTIMATED,494.3605,494.35517,494.36602,3.89,3.872,3.9176,0.0394,2.524E1,9.83E2,3.55E2,9.83E2,,,,1.2699,1.5398,0,
12267,507.22351,507.21927,507.23696,3.9163,3.8669,3.9879,1.623E2,2.896E3,1.49E2,2.896E3,1,2,0.2,1,0,1,0,0,0,0,700,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,DETECTED,507.22881,507.22474,507.23463,3.9216,3.8669,3.9879,0.0458,1.623E2,2.896E3,3.953E2,2.896E3,1,2,12,1.1064,1.0969,2,-0.007,ESTIMATED,507.21927,507.21927,507.22881,3.9098,3.9008,3.9188,0.018,1.713E1,1.903E3,1.903E3,1.903E3,,,,1.0025,1.005,0,,ESTIMATED,507.22246,507.22106,507.23696,3.9176,3.8989,3.9364,0.0616,3.195E1,1.36E3,1.49E2,1.36E3,,,,1.0058,1.0115,0,
12270,581.2268,581.22216,581.24376,3.9193,3.8759,4.0727,6.088E2,1.109E4,1.85E2,1.109E4,1,2,0.2,1,0,1,0,0,0,0,701,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,DETECTED,581.23341,581.22433,581.23961,3.9216,3.8759,4.0727,0.0493,6.088E2,1.109E4,2.013E2,1.109E4,1,2,18,1.3346,1.4643,2,-0.0163,ESTIMATED,581.22364,581.22216,581.24376,3.9188,3.9008,3.9659,0.0324,1.823E2,7.259E3,1.85E2,7.259E3,,,,2.5438,4.1263,0,,ESTIMATED,581.22335,581.2224,581.23341,3.9176,3.89,3.9364,1.0489,9.575E1,3.016E3,1.683E3,3.016E3,,,,0.8413,0.6826,0,
12273,717.20363,717.19663,717.21957,3.9163,3.8669,3.9975,2.08E2,4.006E3,1.466E2,4.006E3,1,1,0.2,1,0,1,0,0,0,0,702,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,DETECTED,717.20924,717.20313,717.21957,3.9216,3.8669,3.9975,0.0458,2.08E2,4.006E3,1.466E2,4.006E3,1,1,2,1.381,1.9405,1,-0.0018,ESTIMATED,717.20216,717.19663,717.21258,3.9098,3.8916,3.9285,0.018,3.694E1,1.778E3,7.35E2,1.778E3,,,,1.0129,1.0259,0,,ESTIMATED,717.1995,717.19705,717.20924,3.9176,3.89,3.9364,0.044,4.124E1,1.416E3,3.03E2,1.416E3,,,,0.8413,0.6826,0,
12276,845.50864,845.49947,845.53193,3.9132,3.8759,4.0165,1.428E2,2.875E3,4.983E1,2.875E3,1,1,0.2,1,3,1,0,0,0,0,703,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,DETECTED,845.51497,845.50867,845.53193,3.9216,3.8759,4.0165,0.0384,1.428E2,2.875E3,4.983E1,2.875E3,1,1,9,1.6226,2.2299,1,-0.0053,ESTIMATED,845.50488,845.49947,845.52391,3.9098,3.9008,3.9188,0.018,1.837E1,1.786E3,5.08E2,1.786E3,,,,1.0025,1.005,0,,ESTIMATED,845.50605,845.5019,845.51812,3.9082,3.8989,3.9456,0.0175,2.032E1,9.23E2,3.14E2,9.23E2,,,,2.5121,4.0242,0,
12283,907.51238,907.48949,907.52417,3.9164,3.8001,4.0927,1.522E3,1.12E4,3.187E2,1.12E4,1,10,0.2,1,0,1,0,0,0,0,704,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,907.52048,907.48949,907.52417,3.9123,3.8939,3.9499,0.0481,1.241E2,3.185E3,4.6E2,3.185E3,,,,1.518,2.036,0,,ESTIMATED,907.50957,907.50338,907.52162,3.9098,3.8916,3.9188,0.018,1.992E1,1.061E3,4.23E2,1.061E3,,,,0.7472,0.4945,0,,DETECTED,907.50709,907.49108,907.51567,3.9271,3.8001,4.0927,0.1524,1.522E3,1.12E4,3.187E2,1.12E4,1,10,3,1.2629,1.6493,10,-0.0515
12297,643.1946,643.18864,643.20922,3.9351,3.8849,4.0537,1.527E2,2.471E3,2.305E2,2.471E3,1,1,0.2,1,0,1,0,0,0,0,705,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,DETECTED,643.20144,643.18864,643.20922,3.931,3.8849,4.0537,0.0521,1.527E2,2.471E3,2.305E2,2.471E3,1,1,3,1.2176,1.8302,1,-0.0036,ESTIMATED,643.18978,643.18929,643.20144,3.9378,3.9285,3.9473,0.0188,1.368E1,1.088E3,7.33E2,1.088E3,,,,1.0088,1.0176,0,,ESTIMATED,643.19259,643.18963,643.19562,3.9364,3.8989,3.9456,0.038,3.955E1,9.83E2,5.07E2,9.83E2,,,,0.6228,0.2456,0,
12298,649.21636,649.21068,649.22903,3.9193,3.8759,3.9975,3.223E2,5.591E3,1.752E2,5.591E3,1,2,0.2,1,0,1,0,0,0,0,706,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,DETECTED,649.22215,649.21622,649.22585,3.931,3.8759,3.9975,0.054,3.223E2,5.591E3,1.752E2,5.591E3,1,2,11,1.1992,1.2777,2,-0.024,ESTIMATED,649.21405,649.21068,649.22903,3.9188,3.9098,3.9378,0.0153,2.916E1,2.536E3,5.7E2,2.536E3,,,,1.5529,2.1058,0,,ESTIMATED,649.21289,649.21196,649.22215,3.9082,3.89,3.9176,0.0294,3.43E1,2.021E3,2.85E2,2.021E3,,,,0.7556,0.5112,0,
12300,718.21379,718.2015,718.22387,3.932,3.8849,3.9975,6.769E1,1.392E3,1.31E2,1.392E3,1,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DETECTED,718.21647,718.2015,718.22387,3.931,3.8849,3.9975,0.0421,6.769E1,1.392E3,1.459E2,1.392E3,1,,18,1.2226,1.26,0,,ESTIMATED,718.21964,718.21647,718.21964,3.9285,3.9188,3.9378,0.019,4.96E0,5.22E2,5.22E2,5.22E2,,,,0.9798,0.9595,0,,ESTIMATED,718.20525,718.20246,718.21647,3.9364,3.9176,3.9738,0.0374,1.644E1,5.86E2,1.31E2,5.86E2,,,,1.4917,1.9833,0,
